ID	name	disease	gene_count	gene_total	gene_ratio	p_value	genes	p_adjust
HP:0001611	Nasal speech	Distrofia de Retina	14	526	0.026615969581749	1.77718801264917e-241	AGRN,BAG3,CLCN3,DOCK3,MAGEL2,MATR3,MEGF10,MGP,MYPN,MYT1L,NDN,PLEC,SNRPN,TRIP12	2.26150566189784e-240
HP:0002792	Reduced vital capacity	Distrofia de Retina	6	526	0.0114068441064639	5.02292153488766e-86	AGRN,MYH7,MYPN,NEB,SBF2,TTN	2.73634320217573e-85
HP:0005368	Abnormality of humoral immunity	Distrofia de Retina	30	526	0.0570342205323194	1.45081365978571e-45	AICDA,ATM,CARD9,CASP8,CD19,CD247,CD3D,CD40,CD79B,CFH,CFHR1,CFI,CFTR,DCLRE1C,DOCK8,ERCC2,GBA,GCLC,IGLL1,KRT14,LRBA,MIF,MS4A1,MUC5B,NTRK1,PACS1,PSTPIP1,RFX5,STXBP2,ZEB2	6.06141947584656e-45
HP:0002270	Abnormality of the autonomic nervous system	Distrofia de Retina	16	526	0.0304182509505703	8.72142708941037e-14	AKAP9,CACNA1A,CACNA1C,CCT5,DNAJC6,GBA,KCNE1,KCNE2,LMNB1,PINK1,PLA2G6,PRKN,RELN,SCN11A,STIL,TRDN	2.58694287509735e-13
HP:0012757	Abnormal neuron morphology	Distrofia de Retina	8	526	0.0152091254752852	3.61542351556063e-06	AKT3,DAO,GLE1,MATR3,NEK1,PRPH,PSEN1,TRPM7	9.28645762779595e-06
HP:0003533	Reduced acetaldehyde dehydrogenase level	Distrofia de Retina	1	526	0.00190114068441065	6.62051229147233e-07	ALDH2	1.73528207388119e-06
HP:0012447	Abnormal myelination	Distrofia de Retina	21	526	0.0399239543726236	8.09488142719734e-24	ALDH6A1,AP3B2,ASNS,CACNA1A,COG5,CREBBP,DHDDS,DNM1,DPM1,GFM1,KCNT1,LAMB1,MTRR,OCA2,PIGN,PNPT1,RNASEH2C,TBCE,TRAK1,TRRAP,UBE3A	2.77087625033634e-23
HP:0001939	Abnormality of metabolism/homeostasis	Distrofia de Retina	23	526	0.0437262357414449	2.58720745086801e-87	ALDH7A1,ANTXR1,CYP27B1,CYP2D6,CYP2R1,GCLC,GH1,KIF1A,LHB,MANBA,MTRR,NKX2-5,PEX10,PEX11B,PEX7,PLA2G6,PLG,PRKAR1A,PRODH,STX16,TPO,TSHR,WNK1	1.41405731822852e-86
HP:0001557	Prenatal movement abnormality	Distrofia de Retina	2	526	0.00380228136882129	9.37840483906186e-48	ALDH7A1,HSPG2	3.98821450681534e-47
HP:0012400	Abnormal aldolase level	Distrofia de Retina	8	526	0.0152091254752852	2.40489235972423e-11	ALDOA,B3GALNT2,COL4A1,FKRP,HSPG2,LPIN1,POMGNT1,POMK	6.8412210983964e-11
HP:0001562	Oligohydramnios	Distrofia de Retina	23	526	0.0437262357414449	1.3734774902388e-28	ALG8,CEP290,CLTCL1,COG5,CPT2,DOCK6,FANCA,FANCD2,FANCI,FBLN5,FBN1,HSPA9,MYH11,MYLK,PDSS2,PIGL,PLAG1,RHCE,RHD,SNRPN,TCTN2,TMEM231,TMEM67	4.89227986373521e-28
HP:0002659	Increased susceptibility to fractures	Distrofia de Retina	28	526	0.0532319391634981	6.83152625079929e-241	ANO5,CBS,CDKN1A,CDKN2B,CHEK2,CLTCL1,COL1A2,CYP27B1,CYP2R1,FBLN5,GATM,GBA,GLE1,GORAB,IDH2,KIF1A,LEMD3,LTBP1,MTAP,NEB,NOTCH2,NTRK1,PDE11A,PRKAR1A,SLC34A1,TBCD,WDR11,WNK1	8.56252200006197e-240
HP:0002486	Myotonia	Distrofia de Retina	7	526	0.0133079847908745	2.92978816822081e-106	ANO5,CACNA1A,CLCN1,DMPK,HSPG2,SYNE1,SYNE2	1.78246601329346e-105
HP:0012548	Fatty replacement of skeletal muscle	Distrofia de Retina	5	526	0.00950570342205323	0	ANO5,FKRP,ITGA7,MYH14,NEB	0
HP:0009025	Increased connective tissue	Distrofia de Retina	4	526	0.00760456273764259	2.88263152492759e-110	ANO5,NEB,PLEC,RYR1	1.79975533784805e-109
HP:0000858	Irregular menstruation	Distrofia de Retina	7	526	0.0133079847908745	1.07684704001182e-07	ANTXR1,CDH23,CYP11B1,ERCC8,PDE11A,PLAG1,PRKAR1A	2.8630048097284e-07
HP:0100326	Immunologic hypersensitivity	Distrofia de Retina	7	526	0.0133079847908745	2.6042717406092e-65	ARL6,BBS1,CCDC28B,ERAP1,IL10,MEFV,PSTPIP1	1.26569125119403e-64
HP:0009806	Nephrogenic diabetes insipidus	Distrofia de Retina	3	526	0.00570342205323194	5.81697571271673e-14	ARL6,BBS1,CCDC28B	1.73158902019621e-13
HP:0000600	Abnormality of the pharynx	Distrofia de Retina	14	526	0.026615969581749	2.6691341947031e-121	ASAH1,ASPA,CACNA1A,CD19,DOCK8,F12,GRIN2B,HSPG2,KIF1A,MATR3,MBD5,MS4A1,MYT1L,TSEN34	1.78692638657432e-120
HP:0001615	Hoarse cry	Distrofia de Retina	5	526	0.00950570342205323	6.31613320350462e-10	ASAH1,DUOX2,LAMA3,PIGN,SPECC1L	1.74900233392728e-09
HP:0004337	Abnormality of amino acid metabolism	Distrofia de Retina	26	526	0.0494296577946768	3.55099609262813e-23	ASL,BCKDHB,CBS,COQ9,CYP27B1,CYP2R1,DGUOK,ERCC2,ETFA,GATM,GCLC,GNMT,HAL,MMACHC,MMUT,MTRR,OPLAH,PCCA,PDHX,PRODH,SLC34A1,SLC7A9,TYMP,UROC1,XPA,XPC	1.20071206620915e-22
HP:0002200	Pseudobulbar signs	Distrofia de Retina	2	526	0.00380228136882129	2.1096097336785e-31	ASPA,LMNB1	7.72905368360892e-31
HP:0009794	Branchial anomaly	Distrofia de Retina	1	526	0.00190114068441065	3.3316894265388e-78	BCR	1.74104271913485e-77
HP:0002835	Aspiration	Distrofia de Retina	4	526	0.00760456273764259	0	CACNA1A,CREBBP,MATR3,SPECC1L	0
HP:0002483	Bulbar signs	Distrofia de Retina	7	526	0.0133079847908745	1.68960595943053e-174	CACNA1A,GBA,MATR3,MYPN,NEB,PLA2G6,RYR1	1.53074626867972e-173
HP:0040084	Abnormal circulating renin	Distrofia de Retina	4	526	0.00760456273764259	1.30482790703203e-28	CACNA1D,CLCN2,CYP11B1,CYP11B2	4.6577047559366e-28
HP:0011410	Caesarian section	Distrofia de Retina	4	526	0.00760456273764259	0.000365520215231299	CACNA1D,CYP11B1,CYP11B2,OPA1	0.00089343430907709
HP:0000098	Tall stature	Distrofia de Retina	31	526	0.05893536121673	1.85430630334187e-68	CBS,CDKN1A,CDKN2B,CHD8,CLCN3,COL1A2,COL6A1,COL6A3,DNMT3A,DOCK3,ESR1,FAM20A,FBLN5,FBN1,HSPG2,KIF7,MYH11,MYLK,MYPN,MYT1L,NEB,PIGL,PRKAR1A,SHANK3,SMAD4,STRADA,TGFBR1,TGFBR2,TRIP12,TYMP,WRN	9.14535091026893e-68
HP:0001907	Thromboembolism	Distrofia de Retina	10	526	0.0190114068441065	1.72875627336328e-06	CBS,EPOR,F12,FLNC,JAK2,MMACHC,MTRR,MYPN,PRKAR1A,TNNT2	4.48186113172098e-06
HP:0100790	Hernia	Distrofia de Retina	4	526	0.00760456273764259	6.39814772192333e-13	CBS,GORAB,HGSNAT,SMARCB1	1.87776624162785e-12
HP:0003565	Elevated erythrocyte sedimentation rate	Distrofia de Retina	7	526	0.0133079847908745	9.53061346842776e-13	CD247,IL10,MEFV,MIF,PTPN22,SLC22A4,TNFRSF1A	2.79218500032848e-12
HP:0008572	External ear malformation	Distrofia de Retina	9	526	0.0171102661596958	7.06861637681961e-34	CD79B,FANCA,FANCD2,FANCI,IGLL1,KIF1A,PEX10,PEX11B,TBCE	2.67196904765494e-33
HP:0100658	Cellulitis	Distrofia de Retina	7	526	0.0133079847908745	1.35658148454445e-21	CD79B,IGLL1,KIF11,NCF2,PSTPIP1,SHANK3,TNFRSF1A	4.50482337596733e-21
HP:0000478	Abnormality of the eye	Distrofia de Retina	7	526	0.0133079847908745	1.64930715070674e-106	CDH23,ERCC2,GBA,LAMA3,PRKAR1A,XPA,XPC	1.00710440301397e-105
HP:0010885	Avascular necrosis	Distrofia de Retina	6	526	0.0114068441064639	3.97961877258305e-33	CDH23,ERAP1,GBA,IL10,MEFV,NTRK1	1.49752245911872e-32
HP:0002086	Abnormality of the respiratory system	Distrofia de Retina	4	526	0.00760456273764259	2.53789183359442e-05	CDH23,PLG,STXBP2,SYNE1	6.40040194644765e-05
HP:0003144	Increased serum serotonin	Distrofia de Retina	3	526	0.00570342205323194	8.2932887930902e-41	CDKN1A,CDKN2B,SNRPN	3.31532671896436e-40
HP:0012531	Pain	Distrofia de Retina	15	526	0.0285171102661597	2.14597201275703e-144	CFH,CFI,CHEK2,COL9A1,DAO,GLE1,LEMD3,MATR3,MME,NEK1,PKD1,PRPH,RASA1,SCN11A,TRPA1	1.63348645902556e-143
HP:0100767	Abnormal placenta morphology	Distrofia de Retina	5	526	0.00950570342205323	1.47801592713569e-23	CFH,CFI,CORIN,GLB1,PLAG1	5.02827051129632e-23
HP:0011227	Elevated circulating C-reactive protein concentration	Distrofia de Retina	11	526	0.0209125475285171	2.6744050363652e-34	CFTR,IL10,MEFV,MIF,PRSS1,PSTPIP1,PTPN22,SLC22A4,TICAM1,TLR3,TNFRSF1A	1.01554286916191e-33
HP:0001623	Breech presentation	Distrofia de Retina	6	526	0.0114068441064639	3.66535294742846e-113	COL1A2,DHCR7,MYPN,NEB,OPA1,RYR1	2.34105109707404e-112
HP:0100261	Abnormal tendon morphology	Distrofia de Retina	4	526	0.00760456273764259	3.55036907702719e-61	COL1A2,IL10,PTPN22,SLC22A4	1.68138217369441e-60
HP:0001787	Abnormal delivery	Distrofia de Retina	1	526	0.00190114068441065	6.25954816065214e-06	COL5A1	1.59551479874727e-05
HP:0001788	Premature rupture of membranes	Distrofia de Retina	1	526	0.00190114068441065	0.000970135803119724	COL5A1	0.00234039997655656
HP:0010473	Porphyrinuria	Distrofia de Retina	3	526	0.00570342205323194	8.83391421594642e-15	CPOX,SLCO1B1,SLCO1B3	2.65814711154922e-14
HP:0000840	Adrenogenital syndrome	Distrofia de Retina	1	526	0.00190114068441065	8.89128779097532e-12	CYP11B1	2.55989235709082e-11
HP:0001621	Weak voice	Distrofia de Retina	5	526	0.00950570342205323	1.58955725900706e-27	DNAJC6,GBA,HSPG2,MATR3,TRIM37	5.57850937003109e-27
HP:0008233	Decreased circulating progesterone	Distrofia de Retina	1	526	0.00190114068441065	2.00894728387026e-11	EIF2B1	5.73444370241733e-11
HP:0002562	Low-set nipples	Distrofia de Retina	2	526	0.00380228136882129	1.25541729876698e-50	ERCC2,PIGL	5.47848334304858e-50
HP:0010978	Abnormality of immune system physiology	Distrofia de Retina	5	526	0.00950570342205323	1.00682165163079e-56	ERCC2,HSPG2,LFNG,PCCA,PRKAR1A	4.5857150089304e-56
HP:0000152	Abnormality of head or neck	Distrofia de Retina	4	526	0.00760456273764259	8.61941377432137e-127	ERCC8,KIF1A,SLC39A4,WNK1	5.93742262884038e-126
HP:0003224	Increased cellular sensitivity to UV light	Distrofia de Retina	1	526	0.00190114068441065	3.71947517489561e-12	ERCC8	1.07832436809582e-11
HP:0012145	Abnormality of multiple cell lineages in the bone marrow	Distrofia de Retina	15	526	0.0285171102661597	1.11056445483449e-56	FANCA,FANCD2,FANCI,GBA,JAK2,LRBA,MTRR,NBEAL2,NUMA1,PCCA,PRKAR1A,PSTPIP1,RFX5,STXBP2,ZCCHC8	5.04444399512015e-56
HP:0045027	Abnormality of the thoracic cavity	Distrofia de Retina	2	526	0.00380228136882129	4.49667481862473e-16	FBLN5,LTBP1	1.39071557006446e-15
HP:0002814	Abnormality of the lower limb	Distrofia de Retina	2	526	0.00380228136882129	2.70060742941508e-66	FGF23,SF3B4	1.31634870901606e-65
HP:0000464	Abnormality of the neck	Distrofia de Retina	4	526	0.00760456273764259	1.50331683016583e-100	GABRD,HSPG2,MEFV,SKI	8.85522669924537e-100
HP:0030268	Hyperplastic callus formation	Distrofia de Retina	2	526	0.00380228136882129	2.48425636112085e-79	KRT16,KRT17	1.30638970157365e-78
HP:0100774	Hyperostosis	Distrofia de Retina	1	526	0.00190114068441065	1.18647267580873e-242	LEMD3	1.54519527388528e-241
HP:0100589	Urogenital fistula	Distrofia de Retina	1	526	0.00190114068441065	3.11163241557677e-05	LFNG	7.8236670237805e-05
HP:0005968	Temperature instability	Distrofia de Retina	6	526	0.0114068441064639	1.38030290208676e-56	LMNB1,MAGEL2,NDN,PLA2G6,SNRPN,STIL	6.25262211352888e-56
HP:0000119	Abnormality of the genitourinary system	Distrofia de Retina	3	526	0.00570342205323194	5.2608769888713e-196	MEFV,PLEC,STIL	5.34748898807833e-195
HP:0004392	Prune belly	Distrofia de Retina	1	526	0.00190114068441065	5.74855502128543e-10	MYH11	1.59448273219348e-09
HP:0000775	Abnormality of the diaphragm	Distrofia de Retina	1	526	0.00190114068441065	0	NEB	0
HP:0002916	Abnormality of chromosome segregation	Distrofia de Retina	2	526	0.00380228136882129	6.93120511210101e-17	NKX2-5,SEC23B	2.16778966639257e-16
HP:0009124	Abnormal adipose tissue morphology	Distrofia de Retina	1	526	0.00190114068441065	9.37858611859647e-91	PCSK1	5.24634330862427e-90
HP:0100555	Asymmetric growth	Distrofia de Retina	2	526	0.00380228136882129	2.22584535313947e-142	PLAG1,RASA1	1.6564661623587e-141
HP:0000873	Diabetes insipidus	Distrofia de Retina	4	526	0.00760456273764259	0.0109724559035063	PTPN22,STIL,STRADA,WDR11	0.0253339113450762
HP:0009127	Abnormality of the musculature of the limbs	Distrofia de Retina	1	526	0.00190114068441065	1.30367247845889e-260	RASA1	1.76684717202518e-259
HP:0010484	Hypertrophy of the upper limb	Distrofia de Retina	1	526	0.00190114068441065	1.30367247845889e-260	RASA1	1.76684717202518e-259
HP:0002524	Cataplexy	Distrofia de Retina	1	526	0.00190114068441065	4.09556814417431e-46	TBCD	1.7154050493313e-45
HP:0008176	Neonatal unconjugated hyperbilirubinemia	Distrofia de Retina	1	526	0.00190114068441065	1.82487074784638e-57	UGT1A1	8.38032930209343e-57
HP:0004354	Abnormal circulating carboxylic acid concentration	Distrofia de Retina	1	526	0.00190114068441065	7.62755409177039e-78	UROC1	3.94879896614324e-77
HP:0002908	Conjugated hyperbilirubinemia	Atrofia optica	1	87	0.0114942528735632	0.0127623785700787	ABCC2	0.0294258438123391
HP:0001928	Abnormality of coagulation	Atrofia optica	2	87	0.0229885057471264	0	ABCC2,PEX11B	0
HP:0003560	Muscular dystrophy	Atrofia optica	7	87	0.0804597701149425	1.31780292963194e-171	AHCY,B3GALNT2,ITGB4,POMK,RYR1,SYNE1,TTN	1.17474731748473e-170
HP:0003533	Reduced acetaldehyde dehydrogenase level	Atrofia optica	1	87	0.0114942528735632	7.43666485206788e-07	ALDH2	1.94309095742902e-06
HP:0012400	Abnormal aldolase level	Atrofia optica	2	87	0.0229885057471264	9.11035263578214e-05	B3GALNT2,POMK	0.000225325784033365
HP:0045040	Abnormal lactate dehydrogenase level	Atrofia optica	2	87	0.0229885057471264	3.74671867108023e-11	B3GALNT2,POMK	1.06040407889486e-10
HP:0003077	Hyperlipidemia	Atrofia optica	2	87	0.0229885057471264	0	CFHR1,SYNE1	0
HP:0002157	Azotemia	Atrofia optica	4	87	0.0459770114942529	0.00400590549597888	CFHR1,COL4A3,STOX1,TMEM70	0.00951259894842848
HP:0001622	Premature birth	Atrofia optica	5	87	0.0574712643678161	0.0165137303881109	CLCNKA,CLCNKB,NEB,PEX11B,TMEM70	0.0378657339160672
HP:0004359	Abnormal circulating fatty-acid concentration	Atrofia optica	3	87	0.0344827586206897	3.68526797342698e-19	CLCNKA,CLCNKB,PEX11B	1.19753249740795e-18
HP:0001939	Abnormality of metabolism/homeostasis	Atrofia optica	3	87	0.0344827586206897	6.07223217186045e-85	CYP2D6,PEX11B,PRODH	3.26529388080367e-84
HP:0002652	Skeletal dysplasia	Atrofia optica	5	87	0.0574712643678161	0	DYNC2H1,HSPA9,IDUA,NOTCH2,PEX11B	0
HP:0008233	Decreased circulating progesterone	Atrofia optica	1	87	0.0114942528735632	1.77173887780547e-08	EIF2B1	4.84178476934708e-08
HP:0003199	Decreased muscle mass	Atrofia optica	1	87	0.0114942528735632	2.11799312434834e-13	FGFRL1	6.24901688192687e-13
HP:0000372	Abnormality of the auditory canal	Atrofia optica	3	87	0.0344827586206897	1.07262882329864e-94	FGFRL1,TP63,VPS37A	6.1871012056707e-94
HP:0001558	Decreased fetal movement	Atrofia optica	5	87	0.0574712643678161	2.14036817669145e-241	FGFRL1,NEB,RYR1,SLC3A1,SYNE1	2.70302556859443e-240
HP:0008897	Postnatal growth retardation	Atrofia optica	6	87	0.0689655172413793	5.40004203686307e-64	FGFRL1,GUSB,PLAG1,RYR1,SMARCB1,TBCE	2.58674427455481e-63
HP:0002721	Immunodeficiency	Atrofia optica	4	87	0.0459770114942529	5.83710930582791e-12	FGFRL1,IFNGR2,MIF,TBCE	1.68638842509794e-11
HP:0000943	Dysostosis multiplex	Atrofia optica	3	87	0.0344827586206897	0	GUSB,HGSNAT,IDUA	0
HP:0006536	Airway obstruction	Atrofia optica	1	87	0.0114942528735632	1.01544152544445e-78	GUSB	5.32308497772295e-78
HP:0008373	Puberty and gonadal disorders	Atrofia optica	1	87	0.0114942528735632	4.65722754908692e-154	HACE1	3.71464034656837e-153
HP:0100790	Hernia	Atrofia optica	3	87	0.0344827586206897	0	HGSNAT,IDUA,SMARCB1	0
HP:0001507	Growth abnormality	Atrofia optica	1	87	0.0114942528735632	1.04587436343178e-57	HGSNAT	4.81622255204635e-57
HP:0100765	Abnormality of the tonsils	Atrofia optica	1	87	0.0114942528735632	0	IDUA	0
HP:0000119	Abnormality of the genitourinary system	Atrofia optica	1	87	0.0114942528735632	0.00740093858959397	ITGB4	0.0172309561855491
HP:0002045	Hypothermia	Atrofia optica	1	87	0.0114942528735632	8.74558164823871e-93	LMNB1	4.95880428830406e-92
HP:0002200	Pseudobulbar signs	Atrofia optica	1	87	0.0114942528735632	0	LMNB1	0
HP:0005968	Temperature instability	Atrofia optica	1	87	0.0114942528735632	8.97504701551468e-105	LMNB1	5.38179977513057e-104
HP:0002270	Abnormality of the autonomic nervous system	Atrofia optica	2	87	0.0229885057471264	1.22491948129369e-44	LMNB1,SNCA	5.06685055909822e-44
HP:0001611	Nasal speech	Atrofia optica	5	87	0.0574712643678161	5.75581135853752e-29	MADD,MATR3,MYT1L,SLC3A1,TP63	2.05899947096181e-28
HP:0004370	Abnormality of temperature regulation	Atrofia optica	1	87	0.0114942528735632	1.41533395259157e-06	MADD	3.68650265464085e-06
HP:0002483	Bulbar signs	Atrofia optica	3	87	0.0344827586206897	0.000840557669300762	MATR3,NEB,RYR1	0.00203664191093658
HP:0003565	Elevated erythrocyte sedimentation rate	Atrofia optica	1	87	0.0114942528735632	3.87389118882882e-05	MIF	9.72556718641211e-05
HP:0011227	Elevated circulating C-reactive protein concentration	Atrofia optica	1	87	0.0114942528735632	7.37400377093277e-05	MIF	0.00018292357568668
HP:0009025	Increased connective tissue	Atrofia optica	2	87	0.0229885057471264	0.00547543216090538	NEB,RYR1	0.0128920132941091
HP:0012548	Fatty replacement of skeletal muscle	Atrofia optica	1	87	0.0114942528735632	0.000549398793441395	NEB	0.00133700407104643
HP:0000775	Abnormality of the diaphragm	Atrofia optica	1	87	0.0114942528735632	4.20648507062973e-06	NEB	1.07714448736402e-05
HP:0001623	Breech presentation	Atrofia optica	2	87	0.0229885057471264	0.00462740670013893	NEB,RYR1	0.010926185508685
HP:0012103	Abnormality of the mitochondrion	Atrofia optica	5	87	0.0574712643678161	0.0066418143852535	NEB,NUBPL,SLC3A1,TMEM70,TTN	0.0155722989876478
HP:0003552	Muscle stiffness	Atrofia optica	2	87	0.0229885057471264	0.00103462765019622	NEB,RYR1	0.00249237614577615
HP:0002792	Reduced vital capacity	Atrofia optica	2	87	0.0229885057471264	0.000226935948341207	NEB,TTN	0.000556326802771753
HP:0003737	Mitochondrial myopathy	Atrofia optica	2	87	0.0229885057471264	1.13759501365738e-05	NUBPL,PUS1	2.87764929858399e-05
HP:0008572	External ear malformation	Atrofia optica	3	87	0.0344827586206897	3.62502041758834e-166	PEX11B,TBCE,TP63	3.16382672048155e-165
HP:0001197	Abnormality of prenatal development or birth	Atrofia optica	1	87	0.0114942528735632	3.18021714098049e-39	PEX11B	1.24446525211607e-38
HP:0100767	Abnormal placenta morphology	Atrofia optica	2	87	0.0229885057471264	3.14402216847951e-19	PLAG1,STOX1	1.02364940524518e-18
HP:0100555	Asymmetric growth	Atrofia optica	1	87	0.0114942528735632	0.00712643565756262	PLAG1	0.0166383308699676
HP:0003688	Cytochrome C oxidase-negative muscle fibers	Atrofia optica	1	87	0.0114942528735632	7.25013375798476e-05	PUS1	0.00018011882227363
HP:0002795	Abnormal respiratory system physiology	Atrofia optica	1	87	0.0114942528735632	0.00299969672546256	RYR1	0.00714356348763727
HP:0002047	Malignant hyperthermia	Atrofia optica	1	87	0.0114942528735632	0.0163211100726655	RYR1	0.0374756067370983
HP:0008214	Decreased serum estradiol	Atrofia optica	1	87	0.0114942528735632	0.000865184824731094	SMARCB1	0.00209023638090831
HP:0000951	Abnormality of the skin	Atrofia optica	1	87	0.0114942528735632	0.00917424760003032	SMARCB1	0.0212704739210717
HP:0011133	Increased sensitivity to ionizing radiation	Atrofia optica	1	87	0.0114942528735632	1.15487132521139e-10	SMARCB1	3.25197719447194e-10
HP:0011730	Abnormal central sensory function	Atrofia optica	1	87	0.0114942528735632	2.07741513503296e-12	SMARCB1	6.06488796865139e-12
HP:0011043	Abnormality of circulating adrenocorticotropin level	Atrofia optica	1	87	0.0114942528735632	0.00749065993405338	SMARCB1	0.0174155231660627
HP:0045026	Abnormality of the mediastinum	Atrofia optica	1	87	0.0114942528735632	1.06840405188688e-11	SMARCB1	3.06018823796465e-11
HP:0002486	Myotonia	Atrofia optica	1	87	0.0114942528735632	0	SYNE1	0
HP:0002086	Abnormality of the respiratory system	Atrofia optica	1	87	0.0114942528735632	0	SYNE1	0
HP:0009125	Lipodystrophy	Atrofia optica	2	87	0.0229885057471264	6.17375950468488e-62	SYNE1,TTN	2.93209603826487e-61
HP:0002091	Restrictive ventilatory defect	Atrofia optica	2	87	0.0229885057471264	1.42003762930362e-149	SYNE1,TTN	1.10616949908838e-148
HP:0003107	Abnormal circulating cholesterol concentration	Atrofia optica	1	87	0.0114942528735632	0	SYNE1	0
HP:0001281	Tetany	Atrofia optica	1	87	0.0114942528735632	1.33363843254278e-16	TBCE	4.14771505046421e-16
HP:0003116	Abnormal echocardiogram	Atrofia optica	1	87	0.0114942528735632	0.00413803733587977	TTN	0.00981238725307479
HP:0003224	Increased cellular sensitivity to UV light	Atrofia optica	1	87	0.0114942528735632	1.18318775232899e-32	UVSSA	4.42236319087988e-32
HP:0000364	Hearing abnormality	Encefalopatias, DI, Epilepsia	3	331	0.00906344410876133	8.70709355525782e-15	ABCA12,COL11A1,PEX13	2.62472422361931e-14
HP:0001944	Dehydration	Encefalopatias, DI, Epilepsia	9	331	0.027190332326284	3.8116714745809e-203	ABCA12,ACSF3,CLCNKA,CLCNKB,CYP11B2,EIF2AK3,LAMA3,SLC5A1,SPINK5	3.97128521757898e-202
HP:0001622	Premature birth	Encefalopatias, DI, Epilepsia	24	331	0.0725075528700906	7.85552183157932e-78	ABCA12,ALB,BCR,CLCNKA,CLCNKB,COL11A1,COL5A1,DHCR7,DOCK6,FLVCR2,GBA,HOXD13,IGHMBP2,KIF7,MAP2K2,NEB,PEX1,PEX11B,PEX13,PTCH1,RBPJ,SFTPB,TSHR,WDR4	4.05422752112778e-77
HP:0001928	Abnormality of coagulation	Encefalopatias, DI, Epilepsia	8	331	0.0241691842900302	0	ABCC2,LYST,PEX1,PEX11B,PEX13,RAF1,STIM1,WRAP53	0
HP:0011025	Abnormal cardiovascular system physiology	Encefalopatias, DI, Epilepsia	5	331	0.0151057401812689	1.53648517346738e-47	ABCC6,ALB,CLCNKB,COL5A1,JAK2	6.51735568491125e-47
HP:0000818	Abnormality of the endocrine system	Encefalopatias, DI, Epilepsia	19	331	0.0574018126888218	0	ABCC6,ALDOA,ATM,CHD7,CLCNKB,COL7A1,DCC,GBA,GHR,KISS1,MAGEL2,NDN,NOTCH2,OCA2,PROP1,SCARB2,SNRPN,TACR3,WDR11	0
HP:0001197	Abnormality of prenatal development or birth	Encefalopatias, DI, Epilepsia	10	331	0.0302114803625378	5.04609429181254e-107	ABCC6,CACNA1C,ERCC2,HOXD13,MPLKIP,PEX1,PEX11B,PEX13,RAF1,TRDN	3.09258793546011e-106
