ID	description	disease	gene_count	gene_total	gene_ratio	genes	p_value	p_adjust
IPR030777	PSTPIP1_SH3	Distrofia de Retina	1	340	0.00294117647058824	PSTPIP1	4.93662477306549e-09	2.08857201937386e-08
IPR000242	PTP_cat	Distrofia de Retina	4	340	0.0117647058823529	PTPN14,PTPN22,PTPRJ,PTPRT	2.71817006128186e-09	1.18145385642342e-08
IPR041201	PTPRJ_TM	Distrofia de Retina	1	340	0.00294117647058824	PTPRJ	3.13163580685019e-05	9.84228396438631e-05
IPR020097	PsdUridine_synth_TruA_a/b_dom	Distrofia de Retina	1	340	0.00294117647058824	PUS1	0.0105471528886524	0.0227831248198987
IPR011625	A2M_N_BRD	Distrofia de Retina	1	340	0.00294117647058824	PZP	0.00581951678874363	0.0131884453374063
IPR001599	Macroglobln_a2	Distrofia de Retina	1	340	0.00294117647058824	PZP	0.00581951678874363	0.0131884453374063
IPR011626	Alpha-macroglobulin_TED	Distrofia de Retina	1	340	0.00294117647058824	PZP	0.00581951678874363	0.0131884453374063
IPR004328	BRO1_dom	Distrofia de Retina	1	340	0.00294117647058824	RHPN2	2.38250429939171e-17	1.59642330048756e-16
IPR015012	Phe_ZIP	Distrofia de Retina	1	340	0.00294117647058824	SH2B1	0.0105471528886524	0.0227831248198987
IPR001605	PH_dom-spectrin-type	Distrofia de Retina	1	340	0.00294117647058824	SPTBN2	1.9844230437359e-09	8.73146139243796e-09
IPR005532	SUMF_dom	Distrofia de Retina	1	340	0.00294117647058824	SUMF1	0.00424322031587253	0.00977102262753256
IPR020598	rRNA_Ade_methylase_Trfase_N	Distrofia de Retina	1	340	0.00294117647058824	TFB1M	0.0105471528886524	0.0227831248198987
IPR000157	TIR_dom	Distrofia de Retina	1	340	0.00294117647058824	TLR3	0.00424322031587253	0.00977102262753256
IPR000488	Death_domain	Distrofia de Retina	2	340	0.00588235294117647	TNFRSF1A,UNC5CL	0.00204557189343289	0.00492452492863474
IPR013500	TopoI_cat_euk	Distrofia de Retina	1	340	0.00294117647058824	TOP1	0.000111100111182583	0.000327573523692977
IPR013499	TopoI_euk	Distrofia de Retina	1	340	0.00294117647058824	TOP1	0.000111100111182583	0.000327573523692977
IPR015125	53-BP1_Tudor	Distrofia de Retina	1	340	0.00294117647058824	TP53BP1	1.22801505915438e-08	5.04615383503093e-08
IPR018123	WWE-dom_subgr	Distrofia de Retina	1	340	0.00294117647058824	TRIP12	2.82381551764093e-60	5.60841137531463e-59
IPR004170	WWE-dom	Distrofia de Retina	1	340	0.00294117647058824	TRIP12	2.82381551764093e-60	5.60841137531463e-59
IPR000086	NUDIX_hydrolase_dom	Distrofia de Retina	1	340	0.00294117647058824	TRPM2	1.35040774445708e-12	7.34252119609743e-12
IPR004166	MHCK_EF2_kinase	Distrofia de Retina	1	340	0.00294117647058824	TRPM7	3.77237227245108e-21	2.91594181059732e-20
IPR004160	Transl_elong_EFTu/EF1A_C	Distrofia de Retina	1	340	0.00294117647058824	TUFM	1.35040774445708e-12	7.34252119609743e-12
IPR000906	ZU5_dom	Distrofia de Retina	1	340	0.00294117647058824	UNC5CL	0.000686672306786676	0.00177887934547998
IPR018328	Rad4_beta-hairpin_dom3	Distrofia de Retina	1	340	0.00294117647058824	XPC	5.05168314803597e-06	1.71182628002167e-05
IPR018327	BHD_2	Distrofia de Retina	1	340	0.00294117647058824	XPC	5.05168314803597e-06	1.71182628002167e-05
IPR018326	Rad4_beta-hairpin_dom1	Distrofia de Retina	1	340	0.00294117647058824	XPC	5.05168314803597e-06	1.71182628002167e-05
IPR018325	Rad4/PNGase_transGLS-fold	Distrofia de Retina	1	340	0.00294117647058824	XPC	5.05168314803597e-06	1.71182628002167e-05
IPR013786	AcylCoA_DH/ox_N	Atrofia optica	1	61	0.0163934426229508	ACAD10	1.18018555106201e-07	4.57361880221863e-07
IPR011945	HAD-SF_ppase_IA/epoxid_hydro_N	Atrofia optica	1	61	0.0163934426229508	ACAD10	1.65242146943806e-07	6.31808208902788e-07
IPR006091	Acyl-CoA_Oxase/DH_cen-dom	Atrofia optica	1	61	0.0163934426229508	ACAD10	1.18018555106201e-07	4.57361880221863e-07
IPR015590	Aldehyde_DH_dom	Atrofia optica	2	61	0.0327868852459016	ALDH16A1,ALDH2	0.000270364240888395	0.000747815985435986
IPR001599	Macroglobln_a2	Atrofia optica	1	61	0.0163934426229508	CD109	0.000585030406175403	0.00152942135435252
IPR011626	Alpha-macroglobulin_TED	Atrofia optica	1	61	0.0163934426229508	CD109	0.000585030406175403	0.00152942135435252
IPR011625	A2M_N_BRD	Atrofia optica	1	61	0.0163934426229508	CD109	0.000585030406175403	0.00152942135435252
IPR001442	Collagen_IV_NC	Atrofia optica	1	61	0.0163934426229508	COL4A3	0.015875808766117	0.0333944045676401
IPR001628	Znf_hrmn_rcpt	Atrofia optica	1	61	0.0163934426229508	ESR1	0.0130690143376301	0.0277280274522419
IPR000536	Nucl_hrmn_rcpt_lig-bd	Atrofia optica	1	61	0.0163934426229508	ESR1	0.0130690143376301	0.0277280274522419
IPR013098	Ig_I-set	Atrofia optica	3	61	0.0491803278688525	FGFRL1,MYOM1,TTN	1.5275957264904e-07	5.85646619003022e-07
IPR029023	Tensin_phosphatase	Atrofia optica	2	61	0.0327868852459016	GAK,TPTE	3.48426027588285e-79	9.58171575867784e-78
IPR001623	DnaJ_domain	Atrofia optica	1	61	0.0163934426229508	GAK	7.15158965449812e-101	2.62224953998264e-99
IPR006102	Glyco_hydro_2_Ig-like	Atrofia optica	1	61	0.0163934426229508	GUSB	9.03590554130927e-43	1.40449401348611e-41
IPR006104	Glyco_hydro_2_N	Atrofia optica	1	61	0.0163934426229508	GUSB	9.03590554130927e-43	1.40449401348611e-41
IPR006103	Glyco_hydro_2_cat	Atrofia optica	1	61	0.0163934426229508	GUSB	9.03590554130927e-43	1.40449401348611e-41
IPR000569	HECT_dom	Atrofia optica	1	61	0.0163934426229508	HACE1	0.000229379676148007	0.000644426202144696
IPR012429	HGSNAT_cat	Atrofia optica	1	61	0.0163934426229508	HGSNAT	2.64281615036721e-13	1.48204984118632e-12
IPR032176	DUF5009	Atrofia optica	1	61	0.0163934426229508	HGSNAT	2.64281615036721e-13	1.48204984118632e-12
IPR003961	FN3_dom	Atrofia optica	4	61	0.0655737704918033	IFNGR2,ITGB4,MYOM1,TTN	3.29344206365138e-10	1.50799663786566e-09
IPR015373	Interferon/interleukin_rcp_dom	Atrofia optica	1	61	0.0163934426229508	IFNGR2	0.00845369410479017	0.0185410775611195
IPR013111	EGF_extracell	Atrofia optica	1	61	0.0163934426229508	ITGB4	0.000304726075753968	0.000834785992965851
IPR003644	Calx_beta	Atrofia optica	1	61	0.0163934426229508	ITGB4	3.07502717646929e-07	1.15414405835986e-06
IPR012896	Integrin_bsu_tail	Atrofia optica	1	61	0.0163934426229508	ITGB4	1.36886566523174e-05	4.46912762849632e-05
IPR016201	PSI	Atrofia optica	1	61	0.0163934426229508	ITGB4	0.00143261677597149	0.00356285563415518
IPR040622	I-EGF_1	Atrofia optica	1	61	0.0163934426229508	ITGB4	1.36886566523174e-05	4.46912762849632e-05
IPR001606	ARID_dom	Atrofia optica	1	61	0.0163934426229508	KDM5A	0.00125733677783297	0.00315991492495808
IPR039008	IF_rod_dom	Atrofia optica	2	61	0.0327868852459016	LMNB1,PRPH	6.90249811951604e-08	2.72667743395247e-07
IPR001322	Lamin_tail_dom	Atrofia optica	1	61	0.0163934426229508	LMNB1	3.26581698885229e-21	2.5381077685102e-20
IPR004182	GRAM	Atrofia optica	1	61	0.0163934426229508	MTMR2	5.61987535387536e-05	0.000173948522858047
IPR000387	Tyr_Pase_dom	Atrofia optica	2	61	0.0327868852459016	MTMR2,TPTE	0.000993855361303985	0.00251542153391982
IPR037990	Myo5b_CBD	Atrofia optica	1	61	0.0163934426229508	MYO5B	0.0156761152578338	0.0330631929479385
IPR013681	Myelin_TF	Atrofia optica	1	61	0.0163934426229508	MYT1L	1.17186883799202e-07	4.57361880221863e-07
IPR017927	FAD-bd_FR_type	Atrofia optica	1	61	0.0163934426229508	NOS3	7.09949545824226e-05	0.000216005925644392
IPR004030	NOS_N	Atrofia optica	1	61	0.0163934426229508	NOS3	4.19925306539732e-06	1.45535799494036e-05
IPR001709	Flavoprot_Pyr_Nucl_cyt_Rdtase	Atrofia optica	1	61	0.0163934426229508	NOS3	7.09949545824226e-05	0.000216005925644392
IPR001433	OxRdtase_FAD/NAD-bd	Atrofia optica	1	61	0.0163934426229508	NOS3	7.09949545824226e-05	0.000216005925644392
IPR031446	PCM1_C	Atrofia optica	1	61	0.0163934426229508	PCM1	1.1036232820292e-45	1.87878725393066e-44
IPR003607	HD/PDEase_dom	Atrofia optica	1	61	0.0163934426229508	PDE6B	6.3574888603746e-29	7.90539919159624e-28
IPR000327	POU_dom	Atrofia optica	1	61	0.0163934426229508	POU5F1	1.76609697435761e-06	6.32962073516637e-06
IPR001356	Homeobox_dom	Atrofia optica	1	61	0.0163934426229508	POU5F1	0.000320855223633541	0.00087561635457245
IPR017892	Pkinase_C	Atrofia optica	1	61	0.0163934426229508	PRKCG	0.000783584556764109	0.00200093913602264
IPR000961	AGC-kinase_C	Atrofia optica	2	61	0.0327868852459016	PRKCG,ROCK1	0.00163973631428418	0.00404629427252731
IPR020097	PsdUridine_synth_TruA_a/b_dom	Atrofia optica	1	61	0.0163934426229508	PUS1	7.74063286746287e-06	2.56823781913501e-05
IPR013632	DNA_recomb/repair_Rad51_C	Atrofia optica	2	61	0.0327868852459016	RAD51D,XRCC3	1.55411347903812e-14	9.28084682094171e-14
IPR020588	RecA_ATP-bd	Atrofia optica	2	61	0.0327868852459016	RAD51D,XRCC3	1.55411347903812e-14	9.28084682094171e-14
IPR029485	CAT_C	Atrofia optica	1	61	0.0163934426229508	SLC7A2	2.14093980514288e-08	8.69756795839295e-08
IPR014837	EF-hand_Ca_insen	Atrofia optica	1	61	0.0163934426229508	SPTAN1	0.00845369410479017	0.0185410775611195
IPR001715	CH-domain	Atrofia optica	1	61	0.0163934426229508	SYNE1	9.88070416051105e-27	1.13035255596246e-25
IPR012315	KASH	Atrofia optica	1	61	0.0163934426229508	SYNE1	4.40465240556267e-51	7.97297840500585e-50
IPR011677	Tectonic_dom	Atrofia optica	1	61	0.0163934426229508	TCTN2	2.55265032426397e-07	9.63137193587725e-07
IPR040457	GCP_C	Atrofia optica	1	61	0.0163934426229508	TUBGCP5	9.73129998222725e-23	8.3327898051407e-22
IPR014853	Unchr_dom_Cys-rich	Atrofia optica	1	61	0.0163934426229508	ZAN	0.020665162365578	0.0428899596266713
IPR005481	BC-like_N	Encefalopatias, DI, Epilepsia	1	199	0.0050251256281407	ACACA	0	0
