GO	GOTERM	disease	gene_count	gene_total	gene_ratio	p_value	genes	p_adjust
GO:0032580	Golgi cisterna membrane	Atrofia optica	1	83	0.0120481927710843	0.00106702800896144	HACE1	0.00372612955510344
GO:0005814	centriole	Atrofia optica	1	83	0.0120481927710843	6.83678152392778e-28	PCM1	9.57149413349889e-26
GO:0045177	apical part of cell	Atrofia optica	1	83	0.0120481927710843	3.82518431292179e-19	PCM1	1.2787322670402e-17
GO:0035580	specific granule lumen	Atrofia optica	1	83	0.0120481927710843	3.66504237958529e-17	CYFIP1	8.06309323508764e-16
GO:0043025	neuronal cell body	Atrofia optica	1	83	0.0120481927710843	8.48092261170494e-05	CYFIP1	0.000356847563443323
GO:0044295	axonal growth cone	Atrofia optica	1	83	0.0120481927710843	3.39550878137858e-20	CYFIP1	1.30727088083075e-18
GO:0060076	excitatory synapse	Atrofia optica	1	83	0.0120481927710843	3.39550878137858e-20	CYFIP1	1.30727088083075e-18
GO:0031430	M band	Atrofia optica	1	83	0.0120481927710843	1.70145627421198e-19	MYOM1	6.09358758671267e-18
GO:0034707	chloride channel complex	Encefalopatias, DI, Epilepsia	3	290	0.0103448275862069	3.10994408470099e-08	CLCNKA,CLCNKB,GABRB3	2.28062566211406e-07
GO:0043231	intracellular membrane-bounded organelle	Encefalopatias, DI, Epilepsia	26	290	0.0896551724137931	0.000184451825616662	ABCA4,B4GALNT3,BSG,COL4A3,CTDP1,CYP2B6,CYP2D6,CYP2E1,CYP4F12,HIP1,HNF1B,LRRK2,MPLKIP,MTMR2,P3H2,PEX11B,PHLPP2,PPT1,PRKCSH,PRODH,RPIA,SMARCB1,TSPO,UGT2B17,UGT2B4,UGT2B7	0.000733994344831161
GO:0045121	membrane raft	Encefalopatias, DI, Epilepsia	4	290	0.0137931034482759	8.51279615622993e-07	BSG,LRRK2,PPT1,TGFBR1	5.00370461091378e-06
GO:0005765	lysosomal membrane	Encefalopatias, DI, Epilepsia	9	290	0.0310344827586207	3.68596748121277e-10	COL6A1,GBA,HGSNAT,MYO7A,OCA2,OCLN,SCARB2,VPS13A,WDR11	3.41951200064317e-09
GO:0005802	trans-Golgi network	Encefalopatias, DI, Epilepsia	3	290	0.0103448275862069	8.69854254318159e-10	GBA,LRRK2,WDR11	7.83377515584775e-09
GO:0019898	extrinsic component of membrane	Encefalopatias, DI, Epilepsia	3	290	0.0103448275862069	0.00126097495790615	GBA,RB1CC1,VPS13A	0.00432494751709459
GO:0005615	extracellular space	Encefalopatias, DI, Epilepsia	29	290	0.1	0.000167430062881143	ALB,ALDOA,APOL1,CBR3,CDH13,CEL,CFHR1,COL4A3,COL5A1,COL6A1,COLQ,DKK3,ELANE,ERBB3,FAM20C,ITGAM,LAMA1,LPA,LRRK2,MSMB,OTOG,PRSS3P2,PSPN,PXDN,RELN,RETN,SFTPB,TPO,VEGFA	0.000667985224966218
GO:0005741	mitochondrial outer membrane	Encefalopatias, DI, Epilepsia	7	290	0.0241379310344828	5.09191464370336e-22	HADHB,LRRK2,MFF,PGAM5,RAF1,TSPO,VPS13A	2.45048392228224e-20
GO:0015629	actin cytoskeleton	Encefalopatias, DI, Epilepsia	5	290	0.0172413793103448	8.22020432172207e-19	ACACA,ALDOA,MYH9,MYO7A,NEB	2.5318229310904e-17
GO:0031674	I band	Encefalopatias, DI, Epilepsia	2	290	0.00689655172413793	6.20037164682698e-06	ALDOA,TTN	3.151344005318e-05
GO:0005811	lipid droplet	Encefalopatias, DI, Epilepsia	5	290	0.0172413793103448	2.93691188005601e-07	AQP7,CES1,CIDEC,PLIN1,VPS13A	1.8612527964141e-06
GO:0031594	neuromuscular junction	Encefalopatias, DI, Epilepsia	2	290	0.00689655172413793	1.19080178443203e-16	COLQ,MYH9	2.29229343503166e-15
GO:0005902	microvillus	Encefalopatias, DI, Epilepsia	6	290	0.0206896551724138	1.43505023136659e-14	CD44,CLRN1,LRRK2,MYO7A,PDGFRA,USH1C	2.16664446696524e-13
GO:0032420	stereocilium	Encefalopatias, DI, Epilepsia	4	290	0.0137931034482759	1.81213263263331e-13	CLRN1,LOXHD1,MYO7A,USH1C	2.44796864408359e-12
GO:0009897	external side of plasma membrane	Encefalopatias, DI, Epilepsia	5	290	0.0172413793103448	1.71948078449305e-07	CD209,CDH13,ITGAM,PDGFRA,TRPV1	1.12680868430608e-06
GO:0031252	cell leading edge	Encefalopatias, DI, Epilepsia	2	290	0.00689655172413793	1.72436148441072e-10	MYH9,OCLN	1.65969792874532e-09
GO:0001917	photoreceptor inner segment	Encefalopatias, DI, Epilepsia	5	290	0.0172413793103448	1.61341379183132e-17	BSG,MAK,MYO7A,PHLPP2,USH1C	4.0732085892135e-16
GO:0030496	midbody	Encefalopatias, DI, Epilepsia	3	290	0.0103448275862069	1.42280432213002e-10	CTDP1,MAK,MPLKIP	1.38678395954445e-09
GO:1990904	ribonucleoprotein complex	Encefalopatias, DI, Epilepsia	3	290	0.0103448275862069	3.79801242208894e-23	LRRK2,SECISBP2,TRIM21	2.24959197308345e-21
GO:0001772	immunological synapse	Encefalopatias, DI, Epilepsia	3	290	0.0103448275862069	1.9979704623131e-23	CORO1A,MYH9,PTPRJ	1.23074980478487e-21
GO:0016234	inclusion body	Encefalopatias, DI, Epilepsia	1	290	0.00344827586206897	3.74937268844318e-25	LRRK2	2.62456088191023e-23
GO:0030672	synaptic vesicle membrane	Encefalopatias, DI, Epilepsia	1	290	0.00344827586206897	3.74937268844318e-25	LRRK2	2.62456088191023e-23
GO:0070971	endoplasmic reticulum exit site	Encefalopatias, DI, Epilepsia	1	290	0.00344827586206897	3.74937268844318e-25	LRRK2	2.62456088191023e-23
GO:1990909	Wnt signalosome	Encefalopatias, DI, Epilepsia	1	290	0.00344827586206897	2.23375165201323e-10	LRRK2	2.12344292845702e-09
GO:0030992	intraciliary transport particle B	Encefalopatias, DI, Epilepsia	1	290	0.00344827586206897	0.000749020027489714	IFT88	0.00267631285924399
GO:1902711	GABA-A receptor complex	Encefalopatias, DI, Epilepsia	1	290	0.00344827586206897	0.00143510825732012	GABRB3	0.00482547317963534
GO:0032154	cleavage furrow	Encefalopatias, DI, Epilepsia	2	290	0.00689655172413793	0.00892706935708774	MYH9,NDE1	0.0258901823162243
GO:0001650	fibrillar center	Encefalopatias, DI, Epilepsia	2	290	0.00689655172413793	1.10041738506075e-28	ACACA,SMARCB1	1.88293641443728e-26
GO:0009898	cytoplasmic side of plasma membrane	Encefalopatias, DI, Epilepsia	1	290	0.00344827586206897	9.13425740235784e-08	MYH9	6.27980196412101e-07
GO:0016020	membrane	Cardiopatia	31	157	0.197452229299363	0.000331180083120878	ABCC1,ABCC6,ALDH16A1,ARHGAP45,ATIC,B9D1,CALU,DOCK8,GTF2I,HIP1,ILK,IRF4,LAMA1,MATR3,MMEL1,MTMR2,MYO1C,NDE1,NOTCH2,NPHP1,NSMF,PRPF8,PRPH,RNF213,SLC3A1,SLC47A1,SLC47A2,SPECC1,SPTAN1,UGT2B17,XRCC5	0.00127186366086322
GO:0005902	microvillus	Cardiopatia	2	157	0.0127388535031847	7.13993995116067e-08	MYO1C,MYO7B	4.95293131747182e-07
GO:0005903	brush border	Cardiopatia	2	157	0.0127388535031847	1.98697219597561e-11	MYO1C,MYO7B	2.23353078963682e-10
GO:0016459	myosin complex	Cardiopatia	1	157	0.00636942675159236	4.4975306932159e-06	MYO7B	2.38705143020619e-05
GO:0031982	vesicle	Cardiopatia	4	157	0.0254777070063694	1.00067098303628e-17	MIF,MYO1C,MYO7B,SLC47A1	2.70356721732609e-16
GO:0005793	endoplasmic reticulum-Golgi intermediate compartment	Cardiopatia	3	157	0.0191082802547771	1.87647959938471e-17	FN1,UGGT1,UGGT2	4.58695013182929e-16
GO:0005739	mitochondrion	Cardiopatia	12	157	0.0764331210191083	3.39660814205132e-09	ACAD10,ACSF3,AKAP10,CYP2D6,DHTKD1,MMADHC,POU5F1,PRKN,PRODH,SACS,SDHA,SIRT3	2.87405304327419e-08
GO:0030018	Z disc	Cardiopatia	4	157	0.0254777070063694	0.000623064569967277	FLNC,NEB,RYR1,TTN	0.00228913238421262
GO:0005604	basement membrane	Cardiopatia	4	157	0.0254777070063694	1.08242581331411e-17	COL4A3,COL5A1,FN1,LAMA1	2.87402715948919e-16
GO:0072562	blood microparticle	Cardiopatia	2	157	0.0127388535031847	3.75125064156122e-05	FCN2,FN1	0.000169909587882479
GO:0000781	chromosome, telomeric region	Cardiopatia	2	157	0.0127388535031847	8.60197873173993e-06	RPA1,XRCC5	4.28707030643349e-05
GO:0032993	protein-DNA complex	Cardiopatia	1	157	0.00636942675159236	4.4198862223016e-07	XRCC5	2.74460676707438e-06
GO:0043231	intracellular membrane-bounded organelle	Cardiopatia	14	157	0.089171974522293	8.2057289237534e-07	ABCA13,ALDH3A2,COL4A3,CYP2D6,CYP2E1,CYP4F12,HIP1,MTMR2,PRODH,SMARCB1,SMO,SPECC1,SPTAN1,UGT2B17	4.86031636253086e-06
GO:0098794	postsynapse	Cardiopatia	3	157	0.0191082802547771	3.69933420977812e-07	CHRNA7,HIP1,KIF1A	2.32529578900339e-06
GO:0032300	mismatch repair complex	Cardiopatia	1	157	0.00636942675159236	0.0179127545724841	PMS2	0.0487416119232777
GO:0042383	sarcolemma	Cardiopatia	2	157	0.0127388535031847	2.91388231949624e-17	FLNC,RYR1	6.79905874549123e-16
GO:0032587	ruffle membrane	Cardiopatia	3	157	0.0191082802547771	1.00980945133245e-20	ARHGAP45,MYO1C,SPATA13	4.31974043069992e-19
GO:0016328	lateral plasma membrane	Cardiopatia	4	157	0.0254777070063694	0.00224394746378015	ABCC1,ABCC6,AXIN1,MYO1C	0.00724461026042229
GO:0071005	U2-type precatalytic spliceosome	Cardiopatia	1	157	0.00636942675159236	4.8762681045878e-27	PRPF8	5.36389491504658e-25
GO:0016605	PML body	Cardiopatia	1	157	0.00636942675159236	5.67594330660246e-06	RPA1	2.93320560139859e-05
GO:0005790	smooth endoplasmic reticulum	Cardiopatia	1	157	0.00636942675159236	3.47622753291417e-18	RYR1	9.73343709215968e-17
GO:0005938	cell cortex	Cardiopatia	1	157	0.00636942675159236	1.00059725395874e-09	RYR1	8.90705069997954e-09
GO:0034704	calcium channel complex	Cardiopatia	1	157	0.00636942675159236	2.1156592164358e-11	RYR1	2.36095303863126e-10
GO:0034707	chloride channel complex	Neuropatías perifericas	1	88	0.0113636363636364	3.75131274161787e-06	CLCNKB	2.01993763010193e-05
GO:0045171	intercellular bridge	Neuropatías perifericas	2	88	0.0227272727272727	0.00230212197535119	GSTM3,UNC119	0.00740139424225643
GO:0000139	Golgi membrane	Neuropatías perifericas	3	88	0.0340909090909091	5.19393645903367e-08	B3GALNT2,CYP2E1,NOTCH2	3.72030797530784e-07
GO:0005881	cytoplasmic microtubule	Neuropatías perifericas	1	88	0.0113636363636364	1.18765445419945e-16	DYNC2LI1	2.29229343503166e-15
GO:0045177	apical part of cell	Neuropatías perifericas	1	88	0.0113636363636364	1.3537596976997e-07	DYNC2LI1	9.02506465133133e-07
GO:0042645	mitochondrial nucleoid	Neuropatías perifericas	1	88	0.0113636363636364	9.85597303839363e-09	LRPPRC	7.74397881588071e-08
GO:1990904	ribonucleoprotein complex	Neuropatías perifericas	1	88	0.0113636363636364	9.85597303839363e-09	LRPPRC	7.74397881588071e-08
GO:0005743	mitochondrial inner membrane	Neuropatías perifericas	4	88	0.0454545454545455	8.06023382928391e-09	CYP2E1,NDUFS6,OPA1,PRODH	6.46497921723814e-08
GO:0043231	intracellular membrane-bounded organelle	Neuropatías perifericas	6	88	0.0681818181818182	2.75764114356359e-09	CYP2D6,CYP2E1,GUSB,LIPA,MTMR2,PRODH	2.37249573245136e-08
GO:0035267	NuA4 histone acetyltransferase complex	Neuropatías perifericas	1	88	0.0113636363636364	2.53054687734511e-27	TRRAP	3.24753515925956e-25
GO:0031258	lamellipodium membrane	Neuropatías perifericas	1	88	0.0113636363636364	3.97629037757696e-09	DOCK8	3.32798216384159e-08
GO:0001650	fibrillar center	Neuropatías perifericas	1	88	0.0113636363636364	7.1432751707247e-05	LIPA	0.000306424617351422
GO:0005774	vacuolar membrane	Neuropatías perifericas	1	88	0.0113636363636364	6.45298888934431e-11	MTMR2	6.59082818994623e-10
GO:0043197	dendritic spine	Neuropatías perifericas	3	88	0.0340909090909091	5.50845414527506e-12	CYFIP1,DIP2A,MTMR2	6.42652983615424e-11
GO:0034707	chloride channel complex	Neurodegeneracion	1	91	0.010989010989011	6.12147435913453e-07	CLCNKB	3.71144508388471e-06
GO:0000781	chromosome, telomeric region	Neurodegeneracion	7	91	0.0769230769230769	4.52940266060593e-19	ATM,ATR,CDC73,CHEK2,MRE11,NBN,WRN	1.45318335361107e-17
GO:0098794	postsynapse	Neurodegeneracion	2	91	0.021978021978022	0.0003329769354189	CAMK4,KIF1A	0.00127558328493807
GO:0016605	PML body	Neurodegeneracion	5	91	0.0549450549450549	3.18614499090848e-19	ATR,CHEK2,MAX,MRE11,NBN	1.0903696191109e-17
GO:0001772	immunological synapse	Neurodegeneracion	1	91	0.010989010989011	4.13325317055739e-17	CARD11	8.96508434177237e-16
GO:0045121	membrane raft	Neurodegeneracion	1	91	0.010989010989011	1.33579669636922e-05	CARD11	6.44867370661003e-05
GO:0030286	dynein complex	Neurodegeneracion	1	91	0.010989010989011	6.72377367947401e-11	DNAH11	6.78063263627005e-10
GO:0097729	9+2 motile cilium	Neurodegeneracion	1	91	0.010989010989011	3.29102932490981e-15	DNAH11	5.33493174774853e-14
GO:0000421	autophagosome membrane	Neurodegeneracion	1	91	0.010989010989011	8.96311173243797e-17	RB1CC1	1.79262234648759e-15
GO:0019898	extrinsic component of membrane	Neurodegeneracion	1	91	0.010989010989011	7.04867185523012e-15	RB1CC1	1.08549546570544e-13
GO:0031965	nuclear membrane	Neurodegeneracion	1	91	0.010989010989011	0.00523766316038173	RB1CC1	0.0160357878071329
GO:0005905	clathrin-coated pit	Neurodegeneracion	1	91	0.010989010989011	2.01465365574246e-07	VLDLR	1.30359942430394e-06
GO:0034361	very-low-density lipoprotein particle	Neurodegeneracion	1	91	0.010989010989011	3.42887685809706e-22	VLDLR	1.70724825371269e-20
GO:0005782	peroxisomal matrix	Neurodegeneracion	1	91	0.010989010989011	4.35416341972276e-11	ATM	4.59274771669387e-10
GO:0045095	keratin filament	Neurodegeneracion	2	91	0.021978021978022	2.15512172482501e-24	KRT81,KRT86	1.38286977342938e-22
GO:0030496	midbody	Neurodegeneracion	1	91	0.010989010989011	0.00286430883544164	SSH1	0.00911370993095067
GO:0090575	RNA polymerase II transcription regulator complex	Neurodegeneracion	2	91	0.021978021978022	4.6640859056347e-13	MAX,WWOX	6.08702736837071e-12
GO:0042470	melanosome	Neurodegeneracion	1	91	0.010989010989011	0.000642412978901748	MYH11	0.00234435068130022
GO:0016328	lateral plasma membrane	Neurodegeneracion	2	91	0.021978021978022	0.0113570595992335	ABCC1,ABCC6	0.0321965207757777
GO:0005811	lipid droplet	Neurodegeneracion	1	91	0.010989010989011	0.00416787561031751	CES1	0.0129929725503825
GO:0016021	integral component of membrane	Malformaciones y Sind polimalformativos	14	72	0.194444444444444	6.92949728584095e-16	ATP2A1,CHL1,CLN3,FLVCR1,GIPR,MCOLN1,NOTCH1,PIGN,PKD1,PNPLA6,POMGNT1,RIC3,SI,TMEM231	1.22660066898794e-14
GO:0030173	integral component of Golgi membrane	Malformaciones y Sind polimalformativos	1	72	0.0138888888888889	9.98401563494551e-19	POMGNT1	3.01478119172864e-17
GO:0009898	cytoplasmic side of plasma membrane	Malformaciones y Sind polimalformativos	2	72	0.0277777777777778	2.64053174526685e-08	JUP,PTPN22	1.94565497019663e-07
GO:0005576	extracellular region	Malformaciones y Sind polimalformativos	12	72	0.166666666666667	2.26809824542271e-11	ACLY,CEL,CPB2,ENAM,JUP,LPA,NOTCH1,NOTCH2,RETN,STXBP2,TTN,TUB	2.51285704888559e-10
GO:0009986	cell surface	Malformaciones y Sind polimalformativos	5	72	0.0694444444444444	2.48908435382283e-22	CEL,NOTCH1,NOTCH2,PKD1,STRC	1.36899639460256e-20
GO:0016020	membrane	Malformaciones y Sind polimalformativos	15	72	0.208333333333333	3.78894944672185e-07	ACLY,COG5,DOCK8,DSP,FKBP10,FKBP5,HIP1,MCOLN1,MED17,MTMR2,NOTCH2,NPHP1,PIGN,PNPLA6,PRPH	2.37194396258197e-06
GO:0001533	cornified envelope	Malformaciones y Sind polimalformativos	2	72	0.0277777777777778	3.4366685626684e-22	DSP,JUP	1.70724825371269e-20
GO:0005882	intermediate filament	Malformaciones y Sind polimalformativos	3	72	0.0416666666666667	1.7140474295375e-17	DSP,JUP,PRPH	4.25747264756089e-16
GO:0014704	intercalated disc	Malformaciones y Sind polimalformativos	2	72	0.0277777777777778	1.63616908935143e-44	DSP,JUP	1.2598501988006e-41
GO:0032426	stereocilium tip	Malformaciones y Sind polimalformativos	2	72	0.0277777777777778	4.2621516575895e-17	STRC,TMC1	9.11626882317754e-16
GO:0001669	acrosomal vesicle	Malformaciones y Sind polimalformativos	1	72	0.0138888888888889	3.98334573818687e-28	NOTCH1	6.13435243680778e-26
GO:0019005	SCF ubiquitin ligase complex	Malformaciones y Sind polimalformativos	1	72	0.0138888888888889	1.30157832791367e-19	CUL2	4.77245386901679e-18
GO:0016592	mediator complex	Malformaciones y Sind polimalformativos	1	72	0.0138888888888889	5.87103367696304e-09	MED17	4.83496891044015e-08
GO:0005795	Golgi stack	Malformaciones y Sind polimalformativos	1	72	0.0138888888888889	5.48196934085357e-08	CLN3	3.90844110412708e-07
GO:0001917	photoreceptor inner segment	Malformaciones y Sind polimalformativos	1	72	0.0138888888888889	5.20848882807588e-06	PHLPP2	2.71900772719893e-05
GO:0042622	photoreceptor outer segment membrane	Malformaciones y Sind polimalformativos	1	72	0.0138888888888889	1.03567339041995e-10	PHLPP2	1.02239552644021e-09
GO:0016342	catenin complex	Malformaciones y Sind polimalformativos	1	72	0.0138888888888889	4.36860021809865e-07	JUP	2.72374264610199e-06
GO:0005758	mitochondrial intermembrane space	Malformaciones y Sind polimalformativos	1	72	0.0138888888888889	0.00865468536725621	FKBP10	0.0253870770772849
GO:0035578	azurophil granule lumen	Malformaciones y Sind polimalformativos	2	72	0.0277777777777778	8.67097383892329e-11	ACLY,RETN	8.67097383892329e-10
GO:0005777	peroxisome	Malformaciones y Sind polimalformativos	1	72	0.0138888888888889	5.71572428147891e-05	TRIM37	0.000247949729393733
GO:0016235	aggresome	Malformaciones y Sind polimalformativos	1	72	0.0138888888888889	6.31449570551574e-09	TRIM37	5.11806494026013e-08
GO:0043235	receptor complex	Malformacion Ocular	2	35	0.0571428571428571	7.74936699464836e-05	IGF1R,MERTK	0.000327857834388969
GO:0005743	mitochondrial inner membrane	Malformacion Ocular	2	35	0.0571428571428571	1.66325919218733e-07	CYP2E1,PRODH	1.0946235709267e-06
GO:0043231	intracellular membrane-bounded organelle	Malformacion Ocular	4	35	0.114285714285714	7.0320383254209e-05	CYP2D6,CYP2E1,IGF1R,PRODH	0.000302495503384028
GO:0043025	neuronal cell body	Malformacion Ocular	1	35	0.0285714285714286	6.51148796457976e-07	CYFIP1	3.91706697869251e-06
GO:0044295	axonal growth cone	Malformacion Ocular	1	35	0.0285714285714286	3.23190469850009e-17	CYFIP1	7.31931358189726e-16
GO:0048471	perinuclear region of cytoplasm	Malformacion Ocular	2	35	0.0571428571428571	5.73901067547525e-09	CYFIP1,PRKCG	4.75165400012467e-08
GO:0060076	excitatory synapse	Malformacion Ocular	1	35	0.0285714285714286	3.23190469850009e-17	CYFIP1	7.31931358189726e-16
GO:1904724	tertiary granule lumen	Malformacion Ocular	1	35	0.0285714285714286	2.54611059115308e-15	CYFIP1	4.30880253887444e-14
GO:0072686	mitotic spindle	Malformacion Ocular	1	35	0.0285714285714286	0.000126153082883508	KIF22	0.000515320285518839
GO:0005604	basement membrane	Distrofias Corneales	2	22	0.0909090909090909	2.35132299722048e-41	AGRN,ITGB4	1.20701247190651e-38
GO:0005796	Golgi lumen	Distrofias Corneales	1	22	0.0454545454545455	2.9257229400602e-67	AGRN	4.50561332769271e-64
GO:0016021	integral component of membrane	Distrofias Corneales	5	22	0.227272727272727	2.15491129970988e-12	AGRN,ALG3,DYSF,TMEM231,TPTE	2.67626080770421e-11
GO:0043202	lysosomal lumen	Distrofias Corneales	1	22	0.0454545454545455	1.37623533349082e-38	AGRN	5.29850603393966e-36
GO:0070062	extracellular exosome	Distrofias Corneales	7	22	0.318181818181818	2.55300589205122e-17	ACAT1,AGRN,DYSF,GALK1,GSTT1,ITGB4,MTMR2	6.0486601134752e-16
GO:0042383	sarcolemma	Distrofias Corneales	1	22	0.0454545454545455	0.00182838931548261	DYSF	0.00599089265073025
GO:0005871	kinesin complex	Distrofias Corneales	1	22	0.0454545454545455	4.84498226343584e-16	KIF1A	8.77796786551905e-15
GO:0030425	dendrite	Distrofias Corneales	2	22	0.0909090909090909	1.24600315316019e-21	KIF1A,MTMR2	5.64366134078439e-20
GO:0048471	perinuclear region of cytoplasm	Distrofias Corneales	2	22	0.0909090909090909	1.35979488596925e-14	KIF1A,MTMR2	2.07335061821054e-13
GO:1904115	axon cytoplasm	Distrofias Corneales	2	22	0.0909090909090909	2.70886827016778e-26	AP3B2,KIF1A	2.78110475737225e-24
GO:0097504	Gemini of coiled bodies	Distrofias Corneales	1	22	0.0454545454545455	1.69267441401683e-13	NPAT	2.30683061733267e-12
GO:0008305	integrin complex	Distrofias Corneales	1	22	0.0454545454545455	4.34232243847943e-17	ITGB4	9.16051582912099e-16
GO:0009925	basal plasma membrane	Distrofias Corneales	1	22	0.0454545454545455	9.260638060501e-08	ITGB4	6.33839227252068e-07
GO:0030056	hemidesmosome	Distrofias Corneales	1	22	0.0454545454545455	3.31400153407647e-26	ITGB4	3.00209550733986e-24
GO:0031252	cell leading edge	Distrofias Corneales	1	22	0.0454545454545455	2.15384104053037e-12	ITGB4	2.67626080770421e-11
GO:0031965	nuclear membrane	Distrofias Corneales	1	22	0.0454545454545455	1.1413408663155e-09	ITGB4	1.00437996235764e-08
GO:0005739	mitochondrion	Hipoacusias	7	71	0.0985915492957746	0.00776660094166442	ACAD10,CYP2D6,DISC1,PANK2,PRODH,SCO2,TRPV1	0.0229569394436914
GO:0043005	neuron projection	Hipoacusias	4	71	0.0563380281690141	8.00318120802181e-19	CACNA1G,CHRNA7,CYFIP1,HNMT	2.51528552252114e-17
GO:0016363	nuclear matrix	Hipoacusias	2	71	0.028169014084507	3.25572235992052e-08	MATR3,PSMA6	2.37621442382825e-07
GO:0045202	synapse	Hipoacusias	5	71	0.0704225352112676	9.12547194555664e-21	CACNA1G,CEL,CHRNA7,CYFIP1,NDE1	4.01520765604492e-19
GO:0016459	myosin complex	Hipoacusias	2	71	0.028169014084507	3.90262445135646e-19	MYO3A,MYO5B	1.2787322670402e-17
GO:0005844	polysome	Hipoacusias	1	71	0.0140845070422535	1.92618311118817e-06	PSMA6	1.08259926687218e-05
GO:0043025	neuronal cell body	Hipoacusias	2	71	0.028169014084507	0.000167217142531845	CYFIP1,TRPV1	0.000667985224966218
GO:0032982	myosin filament	Hipoacusias	1	71	0.0140845070422535	2.26535956864817e-12	MYH11	2.74697144544739e-11
GO:0042470	melanosome	Hipoacusias	1	71	0.0140845070422535	8.38412750529649e-17	MYH11	1.69888899449429e-15
GO:0016324	apical plasma membrane	Hipoacusias	3	71	0.0422535211267606	4.97451319536073e-13	ABCC1,ABCC6,OTOA	6.4376053116433e-12
GO:0016328	lateral plasma membrane	Hipoacusias	2	71	0.028169014084507	4.82881476636883e-16	ABCC1,ABCC6	8.77796786551905e-15
GO:0009897	external side of plasma membrane	Hipoacusias	1	71	0.0140845070422535	1.14938107197209e-05	TRPV1	5.56618506552522e-05
GO:0005891	voltage-gated calcium channel complex	Hipoacusias	1	71	0.0140845070422535	1.04848265082995e-30	CACNA1G	2.30666183182589e-28
