GO	GOTERM	disease	gene_count	gene_total	gene_ratio	p_value	genes	p_adjust
GO:0005774	vacuolar membrane	Distrofia de Retina	4	716	0.00558659217877095	6.87660503810037e-05	LMBRD1,MTMR2,SBF2,SLC3A1	0.000440048361924289
GO:0005730	nucleolus	Distrofia de Retina	31	716	0.0432960893854749	1.22277175936908e-05	ACADVL,ACSL5,AGPS,AGTPBP1,ATM,BCKDHB,BRWD1,CENPP,DOC2A,DOCK4,EME1,FANCD2,FBXO11,FBXW7,GLE1,JAK2,MDN1,MYO1C,NF1,NPM1,NRXN1,ORC4,PLCZ1,RNF213,SNHG14,SYNE1,TYMS,VRK1,WDR36,WRN,ZNF300	8.6448361502993e-05
GO:0005814	centriole	Distrofia de Retina	12	716	0.0167597765363128	5.37389361142077e-50	AHI1,ALMS1,CEP290,CEP63,FTCD,GLE1,IFT88,IQCB1,PCM1,PCNT,ROCK1,SCLT1	2.65588946542913e-47
GO:0005793	endoplasmic reticulum-Golgi intermediate compartment	Distrofia de Retina	4	716	0.00558659217877095	7.69648595988973e-07	FTCD,MGAT4A,PROM1,UGGT2	6.35745447401096e-06
GO:0001518	voltage-gated sodium channel complex	Distrofia de Retina	4	716	0.00558659217877095	1.30509864255458e-16	SCN1A,SCN2A,SCN7A,SCN9A	3.15366373476995e-15
GO:0005903	brush border	Distrofia de Retina	6	716	0.00837988826815642	1.27179501981565e-08	MME,MYH14,MYO1C,SI,TMPRSS15,USH1C	1.35462903755364e-07
GO:0030992	intraciliary transport particle B	Distrofia de Retina	2	716	0.00279329608938547	8.46145202927533e-08	IFT80,IFT88	7.87304070999814e-07
GO:0043204	perikaryon	Distrofia de Retina	6	716	0.00837988826815642	4.87292586906713e-06	ASTN2,LRRK2,MAPK10,PDPK1,SMN1,SMN2	3.66942650326497e-05
GO:0000792	heterochromatin	Distrofia de Retina	3	716	0.00418994413407821	9.13631438058775e-16	BMI1,EME1,SMARCAD1	2.11309899745308e-14
GO:0031252	cell leading edge	Distrofia de Retina	4	716	0.00558659217877095	2.37492740064697e-06	CDC42BPB,DST,DUOX2,OCLN	1.86650847652789e-05
GO:0015030	Cajal body	Distrofia de Retina	3	716	0.00418994413407821	5.21281665668576e-11	PRPF31,SMN1,SMN2	7.0329584726452e-10
GO:0005675	transcription factor TFIIH holo complex	Distrofia de Retina	1	716	0.00139664804469274	1.31250153474224e-09	CCNH	1.5398115831505e-08
GO:0032040	small-subunit processome	Distrofia de Retina	1	716	0.00139664804469274	1.3154256998417e-13	WDR36	2.5658725398117e-12
GO:0070971	endoplasmic reticulum exit site	Distrofia de Retina	3	716	0.00418994413407821	1.7095004962746e-09	LRRK2,SAR1B,SEC23A	1.96289454146708e-08
GO:0001891	phagocytic cup	Distrofia de Retina	2	716	0.00279329608938547	5.92988160163732e-08	CORO1A,IRGM	5.71457042443501e-07
GO:0032993	protein-DNA complex	Distrofia de Retina	2	716	0.00279329608938547	0.0017074656524759	MAX,NPM1	0.00825658190698791
GO:0005901	caveola	Distrofia de Retina	7	716	0.00977653631284916	6.19738199138745e-06	CD36,CDH13,CLN3,JAK2,KCNMA1,MLC1,PTGIS	4.58153490596177e-05
GO:0030672	synaptic vesicle membrane	Distrofia de Retina	3	716	0.00418994413407821	6.41300819091524e-12	LRRK2,PRRT2,PTPRN2	9.88824786770645e-11
GO:0045177	apical part of cell	Distrofia de Retina	5	716	0.00698324022346369	4.93594124739858e-25	DUOX2,DYNC2H1,LDLR,PCM1,USH1C	2.21980246653842e-23
GO:0035102	PRC1 complex	Distrofia de Retina	1	716	0.00139664804469274	1.24162483071276e-13	BMI1	2.45145195234629e-12
GO:1990909	Wnt signalosome	Distrofia de Retina	1	716	0.00139664804469274	9.11649925332772e-07	LRRK2	7.49218898027288e-06
GO:0005887	integral component of plasma membrane	Atrofia optica	20	96	0.208333333333333	6.56180226171496e-50	CEL,CLCNKB,MRC1,MSR1,OBSCN,PCDHA1,PCDHA10,PCDHA2,PCDHA3,PCDHA4,PCDHA5,PCDHA6,PCDHA7,PCDHA8,PCDHA9,PKD1,SELP,SLC29A2,SLCO1B3,TRPA1	2.65588946542913e-47
GO:0045178	basal part of cell	Atrofia optica	1	96	0.0104166666666667	0.00291906251275473	DOCK7	0.0133879949239374
GO:0005576	extracellular region	Atrofia optica	22	96	0.229166666666667	0.00910834476359162	ANGPTL3,CEL,CEP290,CFHR1,COL4A3,COL5A1,CORIN,CSH1,CYFIP1,DNASE1,GH2,HRG,LILRA3,LPA,MASP1,PCDHA1,PCDHA10,PCDHA6,PCSK5,PRB1,TTN,TULP1	0.0368660254306371
GO:0005739	mitochondrion	Atrofia optica	9	96	0.09375	4.68123565994985e-07	ACAD11,AGPS,CYP2D6,FBXW7,LRRK2,OPA1,POU5F1,PRODH,USP15	4.01365005131429e-06
GO:0005782	peroxisomal matrix	Atrofia optica	1	96	0.0104166666666667	0.000642654540784424	AGPS	0.00340018856709145
GO:0005783	endoplasmic reticulum	Atrofia optica	8	96	0.0833333333333333	0.00194555775312943	COL4A3,CSH1,CYP2D6,FBXW7,LRRK2,PCDHA1,PCDHA2,PKD1	0.00926428824210749
GO:0005743	mitochondrial inner membrane	Atrofia optica	4	96	0.0416666666666667	8.63774819778782e-13	ACAD11,LRRK2,OPA1,PRODH	1.42699125838964e-11
GO:1904115	axon cytoplasm	Atrofia optica	1	96	0.0104166666666667	1.27257942367672e-05	OPA1	8.91907396940524e-05
GO:0043679	axon terminus	Atrofia optica	1	96	0.0104166666666667	0.000642654540784424	TULP1	0.00340018856709145
GO:0030173	integral component of Golgi membrane	Atrofia optica	1	96	0.0104166666666667	9.75579623432361e-05	PCSK5	0.000607485927052689
GO:0000792	heterochromatin	Atrofia optica	1	96	0.0104166666666667	0.00220824702726661	BMI1	0.0103928835382112
GO:0035102	PRC1 complex	Atrofia optica	1	96	0.0104166666666667	0.000671983359964413	BMI1	0.00352084485366467
GO:0016234	inclusion body	Atrofia optica	1	96	0.0104166666666667	0.010526917315483	LRRK2	0.0413666969266189
GO:0034707	chloride channel complex	Encefalopatias, DI, Epilepsia	5	404	0.0123762376237624	8.4061942897573e-09	CFTR,CLCN1,CLCNKA,CLCNKB,GABRG1	9.13397889605172e-08
GO:0009986	cell surface	Encefalopatias, DI, Epilepsia	21	404	0.051980198019802	3.25533449951145e-05	ADAM9,CD109,CEL,CFTR,DUOX2,EPHA2,HMMR,HRG,MBL2,MET,MRC1,NOTCH2,OTOA,PKD1,ROBO1,SERPINF2,SLC26A9,SLC6A1,STRC,TGFBR1,TNR	0.000215999448963485
GO:0032587	ruffle membrane	Encefalopatias, DI, Epilepsia	3	404	0.00742574257425743	8.448544659117e-37	EPHA2,MTMR9,MYO1C	1.24347216391913e-34
GO:0001772	immunological synapse	Encefalopatias, DI, Epilepsia	3	404	0.00742574257425743	0.000617585568945208	CORO1A,LCK,PRKAR1A	0.00332183068479167
GO:0031234	extrinsic component of cytoplasmic side of plasma membrane	Encefalopatias, DI, Epilepsia	4	404	0.0099009900990099	1.62539184461997e-12	ALOX15,BLK,DLG4,LCK	2.63150939643973e-11
GO:0048471	perinuclear region of cytoplasm	Encefalopatias, DI, Epilepsia	20	404	0.0495049504950495	3.14343518738439e-06	AKR1B1,ATCAY,CAV1,CDH13,CYFIP1,DOCK6,FBXW7,MLC1,MLPH,MTMR9,PKN3,PRKN,PTPN22,RAB29,SBF2,SEC23A,SERPINF1,SLC17A3,SPINK5,XRCC3	2.4005762114978e-05
GO:0031225	anchored component of membrane	Encefalopatias, DI, Epilepsia	6	404	0.0148514851485149	5.75289881295148e-23	CD109,CDH13,HJV,OTOA,TECTA,VNN1	2.21760551861153e-21
GO:0005779	integral component of peroxisomal membrane	Encefalopatias, DI, Epilepsia	1	404	0.00247524752475248	1.99632256635585e-08	PEX11B	2.08519111930976e-07
GO:0005801	cis-Golgi network	Encefalopatias, DI, Epilepsia	2	404	0.00495049504950495	4.31228948508341e-08	BCL9,RAB29	4.30962757799385e-07
GO:0016604	nuclear body	Encefalopatias, DI, Epilepsia	6	404	0.0148514851485149	0.00525343445260536	FANCD2,GATA4,KCTD13,MYO1C,OBSCN,SCN1A	0.0225605049834697
GO:0031430	M band	Encefalopatias, DI, Epilepsia	2	404	0.00495049504950495	1.98358961495805e-16	ALDOA,OBSCN	4.65424867625664e-15
GO:0042383	sarcolemma	Encefalopatias, DI, Epilepsia	5	404	0.0123762376237624	1.30529046455302e-18	ALOX12,CAV1,CLCN1,FLNC,OBSCN	4.06397165790642e-17
GO:0005643	nuclear pore	Encefalopatias, DI, Epilepsia	2	404	0.00495049504950495	1.92712976127053e-14	MYO1C,RANBP2	4.00002959422691e-13
GO:0005657	replication fork	Encefalopatias, DI, Epilepsia	4	404	0.0099009900990099	1.81220543233288e-16	POLH,WRN,XRCC2,XRCC3	4.31464793374549e-15
GO:0042555	MCM complex	Encefalopatias, DI, Epilepsia	1	404	0.00247524752475248	0.00524432531210723	MCM9	0.0225605049834697
GO:0009925	basal plasma membrane	Encefalopatias, DI, Epilepsia	3	404	0.00742574257425743	2.88049423167348e-18	ABCC1,MET,MYO1C	8.32771457335601e-17
GO:0008091	spectrin	Encefalopatias, DI, Epilepsia	2	404	0.00495049504950495	2.53075149957825e-15	SPTAN1,SPTB	5.69067594141276e-14
GO:1904724	tertiary granule lumen	Encefalopatias, DI, Epilepsia	6	404	0.0148514851485149	1.56586520453205e-13	ALDOA,CYFIP1,HBB,MMP8,MMP9,SPTAN1	2.98251266604399e-12
GO:0031209	SCAR complex	Encefalopatias, DI, Epilepsia	1	404	0.00247524752475248	2.7808205543398e-06	CYFIP1	2.15413802750054e-05
GO:0060076	excitatory synapse	Encefalopatias, DI, Epilepsia	2	404	0.00495049504950495	4.0600160744979e-08	CYFIP1,DLG4	4.09232311738622e-07
GO:0016328	lateral plasma membrane	Encefalopatias, DI, Epilepsia	5	404	0.0123762376237624	4.27924560215683e-15	ABCC1,ABCC6,MYO1C,PKD1,TBCD	9.49054606834508e-14
GO:0005577	fibrinogen complex	Encefalopatias, DI, Epilepsia	1	404	0.00247524752475248	7.39279405283457e-06	SERPINF2	5.36723478544357e-05
GO:0005887	integral component of plasma membrane	Cardiopatia	32	188	0.170212765957447	2.44946665327368e-21	CACNA1C,CEL,CFTR,CLCNKA,KCNH2,KIR2DL3,LHCGR,LIFR,MRC1,MSR1,OBSCN,PCDHA1,PCDHA10,PCDHA11,PCDHA12,PCDHA13,PCDHA2,PCDHA3,PCDHA4,PCDHA5,PCDHA6,PCDHA7,PCDHA8,PCDHA9,PKD1,RHD,SLC22A4,SLCO1B3,TRPA1,TRPV1,TRPV3,TUSC3	8.81263669255575e-20
GO:0098685	Schaffer collateral - CA1 synapse	Cardiopatia	1	188	0.00531914893617021	1.14417903194895e-05	TNR	8.12467479265504e-05
GO:0043025	neuronal cell body	Cardiopatia	4	188	0.0212765957446809	0.0118400241914361	CYFIP1,GRK4,TMPRSS5,TRPV1	0.0460793249181131
GO:0005875	microtubule associated complex	Cardiopatia	1	188	0.00531914893617021	1.40109283765796e-09	CLIP2	1.63192036271096e-08
GO:0035371	microtubule plus-end	Cardiopatia	1	188	0.00531914893617021	3.74327702358724e-07	CLIP2	3.29367690281942e-06
GO:0031314	extrinsic component of mitochondrial inner membrane	Cardiopatia	1	188	0.00531914893617021	0.00339629308629199	COQ6	0.0153592137058847
GO:0031209	SCAR complex	Cardiopatia	1	188	0.00531914893617021	0.000584421523719939	CYFIP1	0.00316447641104542
GO:0044295	axonal growth cone	Cardiopatia	1	188	0.00531914893617021	0.000191723518446683	CYFIP1	0.00112057897604758
GO:0034364	high-density lipoprotein particle	Cardiopatia	1	188	0.00531914893617021	0.000879417441819506	LIPC	0.00442166719970739
GO:0033162	melanosome membrane	Cardiopatia	1	188	0.00531914893617021	0.00732625339372993	CTNS	0.0304133442165353
GO:0009986	cell surface	Neuropatías perifericas	6	87	0.0689655172413793	1.68194262107362e-13	CFTR,DUOX2,HRG,MRC1,OTOA,STRC	3.16635477153278e-12
GO:0030863	cortical cytoskeleton	Neuropatías perifericas	1	87	0.0114942528735632	0.000460269370850764	ACTB	0.0025432631788648
GO:0043296	apical junction complex	Neuropatías perifericas	1	87	0.0114942528735632	8.91853235691694e-09	ACTB	9.62606925723235e-08
GO:0016324	apical plasma membrane	Neuropatías perifericas	4	87	0.0459770114942529	1.90372342190135e-06	ABCC6,CFTR,DUOX2,OTOA	1.51828976357551e-05
GO:0005681	spliceosomal complex	Neuropatías perifericas	1	87	0.0114942528735632	0.000725086597283215	HNRNPH3	0.00372671492381437
GO:0032426	stereocilium tip	Neuropatías perifericas	1	87	0.0114942528735632	6.28338930894965e-08	STRC	6.01941259833697e-07
GO:0031225	anchored component of membrane	Neuropatías perifericas	1	87	0.0114942528735632	1.88249605378251e-18	OTOA	5.54138383831615e-17
GO:0033162	melanosome membrane	Neuropatías perifericas	1	87	0.0114942528735632	0.000143649421578436	CTNS	0.000860852308821143
GO:0000781	chromosome, telomeric region	Neuropatías perifericas	1	87	0.0114942528735632	1.69878580098414e-05	NLRP2	0.000117035498374184
GO:0043231	intracellular membrane-bounded organelle	Neurodegeneracion	4	71	0.0563380281690141	0.00181148133563448	CYP2D6,CYP2F1,NPHP4,PRODH	0.00867688840944445
GO:0009986	cell surface	Neurodegeneracion	5	71	0.0704225352112676	2.50277447105651e-14	ANGPTL3,CEL,OTOA,PKD1,STRC	5.12910363119049e-13
GO:0031225	anchored component of membrane	Neurodegeneracion	2	71	0.028169014084507	5.70063574345829e-17	NEGR1,OTOA	1.39838322252409e-15
GO:0060170	ciliary membrane	Neurodegeneracion	2	71	0.028169014084507	0.00111625430521193	ADCY3,PKD1	0.00554360650349115
GO:0030018	Z disc	Neurodegeneracion	2	71	0.028169014084507	1.09103459416264e-11	NEB,TTN	1.62053670454066e-10
GO:0070062	extracellular exosome	Neurodegeneracion	8	71	0.112676056338028	1.0001505951827e-07	CD177,CEL,CP,GSTT1,LIFR,NEB,PKD1,TTN	9.20024894091359e-07
GO:0005739	mitochondrion	Neurodegeneracion	6	71	0.0845070422535211	6.43689786217074e-08	ACAD11,CYP2D6,MAPK10,POU5F1,PRODH,SACS	6.13019861109084e-07
GO:0005675	transcription factor TFIIH holo complex	Neurodegeneracion	1	71	0.0140845070422535	7.92628654138292e-05	CCNH	0.000505222752381848
GO:0042383	sarcolemma	Neurodegeneracion	1	71	0.0140845070422535	0.00760222657631886	SGCG	0.0314782732149878
GO:0032587	ruffle membrane	Neurodegeneracion	1	71	0.0140845070422535	5.45841796789844e-24	SPATA13	2.26594325385322e-22
GO:0031904	endosome lumen	Neurodegeneracion	2	71	0.028169014084507	2.19686595084283e-12	CSH1,GH2	3.52151086575697e-11
GO:0005923	bicellular tight junction	Malformaciones y Sind polimalformativos	1	93	0.010752688172043	0.000256542232069222	NPHP1	0.0014780849598579
GO:0016020	membrane	Malformaciones y Sind polimalformativos	15	93	0.161290322580645	1.14505652171209e-38	ABCC1,ABCC6,CLTCL1,COMT,DGCR2,FA2H,MLH1,NDE1,NPHP1,PCSK1,PI4KA,PRKAR1A,PSMD7,PTCHD3,UGT2B17	2.64835215521696e-36
GO:0000795	synaptonemal complex	Malformaciones y Sind polimalformativos	1	93	0.010752688172043	2.2501068307694e-19	MLH1	7.14298619414835e-18
GO:0032300	mismatch repair complex	Malformaciones y Sind polimalformativos	2	93	0.021505376344086	1.33859767832787e-17	MLH1,PMS2	3.49546716324649e-16
GO:0016328	lateral plasma membrane	Malformaciones y Sind polimalformativos	3	93	0.032258064516129	1.47991476246232e-38	ABCC1,ABCC6,SLC26A5	2.68330572510353e-36
GO:0034362	low-density lipoprotein particle	Malformaciones y Sind polimalformativos	1	93	0.010752688172043	0.00789899341153295	MSR1	0.0325406369803355
GO:0030315	T-tubule	Malformaciones y Sind polimalformativos	1	93	0.010752688172043	2.85430662116579e-06	TGFB3	2.20053448555591e-05
GO:0030991	intraciliary transport particle A	Malformaciones y Sind polimalformativos	1	93	0.010752688172043	1.91076247941422e-08	IFT43	2.00878211309846e-07
GO:0031616	spindle pole centrosome	Malformaciones y Sind polimalformativos	1	93	0.010752688172043	2.09600278259119e-28	NDE1	1.25682537222783e-26
GO:0005859	muscle myosin complex	Malformaciones y Sind polimalformativos	3	93	0.032258064516129	2.31493920492962e-34	MYH11,MYH2,MYH8	2.67706183770075e-32
GO:0042470	melanosome	Malformaciones y Sind polimalformativos	1	93	0.010752688172043	2.67147096532565e-38	MYH11	4.32511149286223e-36
GO:0042995	cell projection	Malformaciones y Sind polimalformativos	1	93	0.010752688172043	1.73072245148241e-05	CNTNAP4	0.000118730493599577
GO:0005802	trans-Golgi network	Malformaciones y Sind polimalformativos	1	93	0.010752688172043	1.69237557195502e-10	CLTCL1	2.14059066483998e-09
GO:0005905	clathrin-coated pit	Malformaciones y Sind polimalformativos	1	93	0.010752688172043	2.55361256190888e-30	CLTCL1	1.96871368463356e-28
GO:0044297	cell body	Malformaciones y Sind polimalformativos	1	93	0.010752688172043	0.0102388564585306	COMT	0.0406291877606888
GO:0031201	SNARE complex	Malformaciones y Sind polimalformativos	1	93	0.010752688172043	2.92170921653248e-06	SNAP29	2.24182332775644e-05
GO:0035577	azurophil granule membrane	Malformaciones y Sind polimalformativos	1	93	0.010752688172043	0.00014409572309483	SNAP29	0.000860852308821143
GO:0030426	growth cone	Malformacion Ocular	2	65	0.0307692307692308	6.10960315457366e-28	DOCK7,LRRK2	3.41084396801888e-26
GO:0005814	centriole	Malformacion Ocular	1	65	0.0153846153846154	4.24723275332608e-23	ALMS1	1.67713898234998e-21
GO:0005759	mitochondrial matrix	Malformacion Ocular	3	65	0.0461538461538462	3.88718866423557e-06	DGUOK,LRRK2,MLYCD	2.9408217043913e-05
GO:0001518	voltage-gated sodium channel complex	Malformacion Ocular	1	65	0.0153846153846154	5.35033554884172e-08	SCN1A	5.28182515461875e-07
GO:0016323	basolateral plasma membrane	Malformacion Ocular	3	65	0.0461538461538462	1.7464855003811e-07	NAIP,SLCO1B1,SLCO1B3	1.58851686804326e-06
GO:0000791	euchromatin	Malformacion Ocular	1	65	0.0153846153846154	4.06957394625807e-08	JAK2	4.09232311738622e-07
GO:0045121	membrane raft	Malformacion Ocular	2	65	0.0307692307692308	1.82670935635492e-11	JAK2,LRRK2	2.61720570614037e-10
GO:0098794	postsynapse	Malformacion Ocular	2	65	0.0307692307692308	1.1432171011828e-25	JAK2,LRRK2	5.60869238428774e-24
GO:0005741	mitochondrial outer membrane	Malformacion Ocular	2	65	0.0307692307692308	1.92297029719049e-19	LRRK2,VPS13A	6.22657782230281e-18
GO:0008023	transcription elongation factor complex	Malformacion Ocular	1	65	0.0153846153846154	1.76291061815942e-18	ELP4	5.28546720518537e-17
GO:0033588	elongator holoenzyme complex	Malformacion Ocular	1	65	0.0153846153846154	9.34800816225301e-15	ELP4	2.01792336195835e-13
GO:0005764	lysosome	Malformacion Ocular	1	65	0.0153846153846154	3.10442107955916e-10	LRRK2	3.83668528840174e-09
GO:0005802	trans-Golgi network	Malformacion Ocular	2	65	0.0307692307692308	4.7030586349633e-21	LRRK2,NBEA	1.65527215869687e-19
GO:0016234	inclusion body	Malformacion Ocular	1	65	0.0153846153846154	1.97231757642607e-31	LRRK2	1.77399008679656e-29
GO:0030672	synaptic vesicle membrane	Malformacion Ocular	1	65	0.0153846153846154	1.36009678960963e-28	LRRK2	8.80798680951196e-27
GO:0043204	perikaryon	Malformacion Ocular	1	65	0.0153846153846154	5.63879207265231e-20	LRRK2	1.86310293176002e-18
GO:0070971	endoplasmic reticulum exit site	Malformacion Ocular	1	65	0.0153846153846154	4.31540445933779e-24	LRRK2	1.83858942622839e-22
GO:1990904	ribonucleoprotein complex	Malformacion Ocular	1	65	0.0153846153846154	4.99501909252626e-18	LRRK2	1.39429929496552e-16
GO:1990909	Wnt signalosome	Malformacion Ocular	1	65	0.0153846153846154	1.36009678960963e-28	LRRK2	8.80798680951196e-27
GO:0005782	peroxisomal matrix	Malformacion Ocular	1	65	0.0153846153846154	1.22583414076842e-06	MLYCD	9.97299233117624e-06
GO:0005783	endoplasmic reticulum	Distrofias Corneales	12	54	0.222222222222222	7.73302188748527e-08	COL4A3,CYP2D6,DUOX2,MIP,PCDHA1,PCDHA2,PTGIS,UGT1A10,UGT1A6,UGT1A7,UGT1A8,UGT1A9	7.25676368871135e-07
GO:0031012	extracellular matrix	Distrofias Corneales	2	54	0.037037037037037	0.00351372503514397	COL4A3,ZAN	0.015802002310828
GO:0043231	intracellular membrane-bounded organelle	Distrofias Corneales	4	54	0.0740740740740741	0.000440555643732706	COL4A3,CYP2D6,CYP2F1,PRODH	0.00245106387355069
GO:0005887	integral component of plasma membrane	Distrofias Corneales	11	54	0.203703703703704	8.82801593849129e-05	MIP,PCDHA1,PCDHA10,PCDHA2,PCDHA3,PCDHA4,PCDHA5,PCDHA6,PCDHA7,PCDHA8,PCDHA9	0.000558303039235055
GO:0005921	gap junction	Distrofias Corneales	1	54	0.0185185185185185	1.84015202077056e-05	MIP	0.000124652975800315
GO:0005814	centriole	Distrofias Corneales	1	54	0.0185185185185185	0.00208111739219883	CEP290	0.00982311678708427
GO:0036038	MKS complex	Distrofias Corneales	1	54	0.0185185185185185	0.00176626535233991	CEP290	0.00848541129210182
GO:0032993	protein-DNA complex	Distrofias Corneales	1	54	0.0185185185185185	1.22984268272718e-05	MAX	8.65702305797959e-05
GO:0035579	specific granule membrane	Distrofias Corneales	1	54	0.0185185185185185	0.010455244868642	LILRA3	0.0412901726392662
GO:0005759	mitochondrial matrix	Distrofias Corneales	1	54	0.0185185185185185	3.14111076334201e-05	PRODH	0.000209278120405379
GO:0005887	integral component of plasma membrane	Hipoacusias	19	91	0.208791208791209	5.43763467297442e-11	CEL,CFTR,CLCNKB,HTR2B,LIFR,MRC1,PCDHA1,PCDHA10,PCDHA2,PCDHA3,PCDHA4,PCDHA5,PCDHA6,PCDHA7,PCDHA8,PCDHA9,PKD1,SLC17A3,SLCO1B3	7.27564507069883e-10
GO:0000932	P-body	Hipoacusias	1	91	0.010989010989011	0.00232874786103446	TRIM21	0.0108652529885152
GO:0005776	autophagosome	Hipoacusias	1	91	0.010989010989011	0.00232874786103446	TRIM21	0.0108652529885152
GO:0032426	stereocilium tip	Hipoacusias	1	91	0.010989010989011	6.35030986004221e-06	STRC	4.65210482507165e-05
GO:0005759	mitochondrial matrix	Hipoacusias	4	91	0.043956043956044	0.000174600040839008	ACO2,PRODH,SCO2,TYMS	0.00103166958437355
GO:0005666	RNA polymerase III complex	Hipoacusias	1	91	0.010989010989011	1.34683005027455e-08	POLR3H	1.42517506627091e-07
GO:0012507	ER to Golgi transport vesicle membrane	Hipoacusias	1	91	0.010989010989011	1.54681017752982e-13	SREBF2	2.98129247311998e-12
GO:0005615	extracellular space	Nefropatias	11	70	0.157142857142857	0.00070692179868269	CD109,CFHR1,COL4A1,COL4A3,COL4A4,GH1,LPA,MMP9,PCSK1,PRH1,ZAN	0.00366743631968954
GO:0005587	collagen type IV trimer	Nefropatias	3	70	0.0428571428571429	4.24724764791606e-46	COL4A1,COL4A3,COL4A4	1.37525878839522e-43
GO:0005788	endoplasmic reticulum lumen	Nefropatias	3	70	0.0428571428571429	1.61506527628718e-18	COL4A1,COL4A3,COL4A4	4.93356732511122e-17
GO:0005777	peroxisome	Nefropatias	1	70	0.0142857142857143	0.00306721234212595	ACAD11	0.0140277310223218
