GO	GOTERM	disease	gene_count	gene_total	gene_ratio	p_value	genes	p_adjust
GO:0050728	negative regulation of inflammatory response	Distrofia de Retina	5	716	0.00698324022346369	9.88099099705774e-09	CALCRL,HGF,PTGIS,RB1,RORA	1.1993555814302e-07
GO:0008340	determination of adult lifespan	Distrofia de Retina	3	716	0.00418994413407821	3.66874800528878e-10	INPP5D,LRRK2,RAD54B	5.27689894058292e-09
GO:0007281	germ cell development	Distrofia de Retina	1	716	0.00139664804469274	0.000114287309684909	DAZL	0.000685471884617166
GO:0009953	dorsal/ventral pattern formation	Distrofia de Retina	2	716	0.00279329608938547	7.27638228614309e-23	ARL13B,DYNC2H1	3.94321120860179e-21
GO:0030324	lung development	Distrofia de Retina	5	716	0.00698324022346369	6.33018308806399e-13	ABCA3,CCDC39,FBXW7,MME,NPHP3	1.24858206865674e-11
GO:0016242	negative regulation of macroautophagy	Distrofia de Retina	3	716	0.00418994413407821	1.67668593212251e-16	LRRK2,PIK3CA,SMG1	4.91553006876353e-15
GO:0045880	positive regulation of smoothened signaling pathway	Distrofia de Retina	3	716	0.00418994413407821	5.88946789893459e-28	CHSY1,DYNC2H1,EVC	5.96169722222341e-26
GO:0010842	retina layer formation	Distrofia de Retina	4	716	0.00558659217877095	6.46355064365816e-26	AHI1,DSCAM,PROM1,TSPAN12	5.02564481206174e-24
GO:0001570	vasculogenesis	Distrofia de Retina	3	716	0.00418994413407821	6.5051737745757e-14	FBXW7,KDR,RASA1	1.45417738752494e-12
GO:0051770	positive regulation of nitric-oxide synthase biosynthetic process	Distrofia de Retina	4	716	0.00558659217877095	4.19888072662308e-19	IFNG,JAK2,KDR,LRRK2	1.57531434254076e-17
GO:0048511	rhythmic process	Distrofia de Retina	3	716	0.00418994413407821	1.2148075535883e-17	FBXW7,MAPK10,UBE3A	3.94996516666741e-16
GO:0007062	sister chromatid cohesion	Distrofia de Retina	4	716	0.00558659217877095	6.91103608559375e-13	FBXW7,KIF22,MRE11,SMC3	1.3581578241469e-11
GO:2000060	positive regulation of ubiquitin-dependent protein catabolic process	Distrofia de Retina	3	716	0.00418994413407821	5.47873482196923e-12	AGTPBP1,FBXW7,PTEN	9.83057268222907e-11
GO:0000281	mitotic cytokinesis	Distrofia de Retina	3	716	0.00418994413407821	3.70614146660978e-12	EFHC1,RASA1,ROCK1	6.83280033277026e-11
GO:0006367	transcription initiation from RNA polymerase II promoter	Distrofia de Retina	2	716	0.00279329608938547	1.39245327070006e-08	CCNH,TAF2	1.66011373273463e-07
GO:0061024	membrane organization	Distrofia de Retina	2	716	0.00279329608938547	0.000610221361715474	CLN3,SAR1B	0.00311794057676525
GO:0007030	Golgi organization	Distrofia de Retina	5	716	0.00698324022346369	9.82028546736856e-32	ATP8B1,DYNC2H1,HACE1,LRRK2,SYNE1	1.46349532034534e-29
GO:0002092	positive regulation of receptor internalization	Distrofia de Retina	1	716	0.00139664804469274	6.30090832172465e-30	AHI1	7.51208292134506e-28
GO:0071287	cellular response to manganese ion	Distrofia de Retina	2	716	0.00279329608938547	0.000130585242594297	LRRK2,PRKN	0.000774132404992711
GO:0034383	low-density lipoprotein particle clearance	Distrofia de Retina	2	716	0.00279329608938547	0.00627275443039806	CD36,LDLR	0.0236995264218913
GO:0048265	response to pain	Distrofia de Retina	3	716	0.00418994413407821	2.73071954132712e-11	EDNRB,RELN,TRPA1	4.46655803025e-10
GO:0034260	negative regulation of GTPase activity	Distrofia de Retina	3	716	0.00418994413407821	1.78276152433309e-18	LRRK2,PTPRN2,RDX	6.41913797184364e-17
GO:0045793	positive regulation of cell size	Distrofia de Retina	1	716	0.00139664804469274	0.0100784520447678	RB1CC1	0.0355495695070212
GO:0030318	melanocyte differentiation	Distrofia de Retina	5	716	0.00698324022346369	2.46574977101514e-12	EDNRB,OCA2,RAB27A,SLC24A5,TYRP1	4.64166579701622e-11
GO:0006306	DNA methylation	Distrofia de Retina	1	716	0.00139664804469274	7.54780187265097e-12	BMI1	1.327670722845e-10
GO:0045814	negative regulation of gene expression, epigenetic	Distrofia de Retina	1	716	0.00139664804469274	1.41241051208601e-13	BMI1	3.00697714180216e-12
GO:2001234	negative regulation of apoptotic signaling pathway	Distrofia de Retina	2	716	0.00279329608938547	1.14149686013638e-17	BMI1,RB1	3.75713537093968e-16
GO:0014823	response to activity	Distrofia de Retina	2	716	0.00279329608938547	0.000175821707691844	COL4A2,PTEN	0.00100778147624652
GO:0046621	negative regulation of organ growth	Distrofia de Retina	1	716	0.00139664804469274	3.0258370717892e-06	PTEN	2.45445461984414e-05
GO:0023019	signal transduction involved in regulation of gene expression	Distrofia de Retina	2	716	0.00279329608938547	0.00274774615519385	PAX6,TBX6	0.0116719383393626
GO:0030900	forebrain development	Distrofia de Retina	2	716	0.00279329608938547	1.59993892432627e-28	DYNC2H1,ITGAM	1.71673446580209e-26
GO:0061001	regulation of dendritic spine morphogenesis	Distrofia de Retina	1	716	0.00139664804469274	3.67056424177809e-12	LRRK2	6.79054384728947e-11
GO:0051146	striated muscle cell differentiation	Distrofia de Retina	1	716	0.00139664804469274	8.82204483825714e-09	RB1	1.08307255279747e-07
GO:0007163	establishment or maintenance of cell polarity	Distrofia de Retina	1	716	0.00139664804469274	1.28547404486073e-07	CDC42BPB	1.29391524402961e-06
GO:0006396	RNA processing	Distrofia de Retina	1	716	0.00139664804469274	7.93668985614772e-11	SNHG14	1.20624195689044e-09
GO:0006096	glycolytic process	Distrofia de Retina	1	716	0.00139664804469274	3.18076176617496e-05	ALDOA	0.00021251291252215
GO:0010468	regulation of gene expression	Atrofia optica	3	96	0.03125	8.36385595097993e-06	BMI1,HRG,POU5F1	6.32001227845174e-05
GO:0001843	neural tube closure	Atrofia optica	1	96	0.0104166666666667	3.32960118190754e-09	OPA1	4.2633198904377e-08
GO:0008053	mitochondrial fusion	Atrofia optica	1	96	0.0104166666666667	7.22360968208445e-20	OPA1	2.84960779002817e-18
GO:0014850	response to muscle activity	Atrofia optica	1	96	0.0104166666666667	1.57447426910063e-13	OPA1	3.33875670107703e-12
GO:0031667	response to nutrient levels	Atrofia optica	3	96	0.03125	0.000171563083706497	CSH1,GH2,OPA1	0.000988653001165796
GO:0046628	positive regulation of insulin receptor signaling pathway	Atrofia optica	1	96	0.0104166666666667	7.22360968208445e-20	OPA1	2.84960779002817e-18
GO:0071456	cellular response to hypoxia	Atrofia optica	1	96	0.0104166666666667	7.56802180444003e-10	OPA1	1.05187660572075e-08
GO:0090102	cochlea development	Atrofia optica	1	96	0.0104166666666667	3.75928267381461e-16	OPA1	1.02900773188854e-14
GO:0090398	cellular senescence	Atrofia optica	1	96	0.0104166666666667	4.4353850735386e-10	OPA1	6.34555757854256e-09
GO:1902236	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	Atrofia optica	2	96	0.0208333333333333	3.22839491114652e-14	LRRK2,OPA1	7.49798212047666e-13
GO:0016486	peptide hormone processing	Atrofia optica	2	96	0.0208333333333333	6.98694344919199e-07	CORIN,PCSK5	6.32555449919422e-06
GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	Atrofia optica	11	96	0.114583333333333	4.60298563108187e-55	PCDHA1,PCDHA10,PCDHA2,PCDHA3,PCDHA4,PCDHA5,PCDHA6,PCDHA7,PCDHA8,PCDHA9,PKD1	1.23475089553771e-51
GO:0007399	nervous system development	Atrofia optica	9	96	0.09375	5.93574927012819e-37	PCDHA1,PCDHA10,PCDHA2,PCDHA3,PCDHA4,PCDHA5,PCDHA6,PCDHA7,PCDHA8	1.76918304634654e-34
GO:0035019	somatic stem cell population maintenance	Atrofia optica	1	96	0.0104166666666667	0.000551163532576713	POU5F1	0.00283780456072367
GO:0044267	cellular protein metabolic process	Atrofia optica	1	96	0.0104166666666667	8.78228093523173e-06	FAM20C	6.58978142902353e-05
GO:0007566	embryo implantation	Atrofia optica	1	96	0.0104166666666667	3.40153337320262e-05	PCSK5	0.000225299093175704
GO:0035108	limb morphogenesis	Atrofia optica	1	96	0.0104166666666667	1.04313150555423e-06	PCSK5	9.14444530604321e-06
GO:0048146	positive regulation of fibroblast proliferation	Atrofia optica	1	96	0.0104166666666667	0.00730615940399092	BMI1	0.0270327897947664
GO:0006836	neurotransmitter transport	Atrofia optica	1	96	0.0104166666666667	2.71333313927751e-07	SLC29A2	2.61817127557983e-06
GO:0015862	uridine transport	Atrofia optica	1	96	0.0104166666666667	1.4205047256222e-05	SLC29A2	0.000103125952002207
GO:0016242	negative regulation of macroautophagy	Atrofia optica	1	96	0.0104166666666667	0.000649955866901449	LRRK2	0.00327726806947958
GO:0034260	negative regulation of GTPase activity	Atrofia optica	1	96	0.0104166666666667	0.000649955866901449	LRRK2	0.00327726806947958
GO:1900244	positive regulation of synaptic vesicle endocytosis	Atrofia optica	1	96	0.0104166666666667	0.000649955866901449	LRRK2	0.00327726806947958
GO:0033674	positive regulation of kinase activity	Encefalopatias, DI, Epilepsia	6	404	0.0148514851485149	3.23541548640933e-13	EPHA2,EPHA3,EPHB2,EPHB6,MERTK,MET	6.67615541714848e-12
GO:0060326	cell chemotaxis	Encefalopatias, DI, Epilepsia	4	404	0.0099009900990099	1.80677178129765e-20	ABCC1,CRKL,DOCK4,EPHA2	7.69311952909674e-19
GO:0007399	nervous system development	Encefalopatias, DI, Epilepsia	23	404	0.0569306930693069	2.98381696645233e-11	APBA2,ARID1B,DLG4,DOC2A,EPHB2,KALRN,MERTK,MET,NAIP,NOTCH2,PCDHA1,PCDHA10,PCDHA2,PCDHA3,PCDHA4,PCDHA5,PCDHA6,PCDHA7,PCDHA8,ROBO1,SPG7,TGFBR1,VPS13A	4.83630756042802e-10
GO:0006468	protein phosphorylation	Encefalopatias, DI, Epilepsia	15	404	0.0371287128712871	1.49991401119215e-05	BCR,BRAF,BUB1,GRK4,GUCY2C,KALRN,LCK,MERTK,OBSCN,PDPK1,PKN3,TGFBR1,TNNI3K,TRIB3,TRPM6	0.000108597013091038
GO:0050862	positive regulation of T cell receptor signaling pathway	Encefalopatias, DI, Epilepsia	2	404	0.00495049504950495	1.66249546212051e-10	LCK,RAB29	2.46389175532501e-09
GO:0010507	negative regulation of autophagy	Encefalopatias, DI, Epilepsia	5	404	0.0123762376237624	1.36394977027173e-09	GATA4,MET,MTMR9,PTPN22,RUBCN	1.82029614863379e-08
GO:0016540	protein autoprocessing	Encefalopatias, DI, Epilepsia	2	404	0.00495049504950495	3.32921667645413e-08	CASP1,HJV	3.73666265045532e-07
GO:0016559	peroxisome fission	Encefalopatias, DI, Epilepsia	1	404	0.00247524752475248	1.56067644649539e-08	PEX11B	1.8361905998789e-07
GO:0090181	regulation of cholesterol metabolic process	Encefalopatias, DI, Epilepsia	2	404	0.00495049504950495	1.05100279167009e-17	ACADVL,FMO5	3.50225464429195e-16
GO:0006974	cellular response to DNA damage stimulus	Encefalopatias, DI, Epilepsia	7	404	0.0173267326732673	2.16981760073739e-31	BLK,CHD1L,IMMP2L,MCM9,SAMHD1,WRN,XRCC3	3.14623552106922e-29
GO:0032508	DNA duplex unwinding	Encefalopatias, DI, Epilepsia	3	404	0.00742574257425743	4.85886784684333e-32	CHD1L,MCM9,WRN	7.66700764656308e-30
GO:0003281	ventricular septum development	Encefalopatias, DI, Epilepsia	2	404	0.00495049504950495	1.77130079327436e-06	GATA4,GJA5	1.50841726284396e-05
GO:0050808	synapse organization	Encefalopatias, DI, Epilepsia	3	404	0.00742574257425743	0.00247199170962266	CHRNA7,SLC6A1,TNR	0.0106353131693068
GO:1901998	toxin transport	Encefalopatias, DI, Epilepsia	3	404	0.00742574257425743	0.00336129562925522	CASP1,RAB29,SLC17A3	0.0140119277785192
GO:1902476	chloride transmembrane transport	Encefalopatias, DI, Epilepsia	7	404	0.0173267326732673	9.16396425623533e-25	ANO7,CFTR,CLCN1,CLCN7,GABRG1,SLC26A9,SLC6A1	6.38914719020225e-23
GO:0051056	regulation of small GTPase mediated signal transduction	Encefalopatias, DI, Epilepsia	3	404	0.00742574257425743	3.54310195261848e-14	BCR,KALRN,OBSCN	8.19342326543023e-13
GO:0051028	mRNA transport	Encefalopatias, DI, Epilepsia	2	404	0.00495049504950495	5.27920624843837e-17	MYO1C,RANBP2	1.62775525993516e-15
GO:0051642	centrosome localization	Encefalopatias, DI, Epilepsia	2	404	0.00495049504950495	0.000950766860935739	NDE1,RANBP2	0.00455841305533533
GO:0007094	mitotic spindle assembly checkpoint signaling	Encefalopatias, DI, Epilepsia	1	404	0.00247524752475248	0.000375374640960499	BUB1	0.00199790173487408
GO:0051301	cell division	Encefalopatias, DI, Epilepsia	3	404	0.00742574257425743	0.007957605464753	BUB1,LIG3,NDE1	0.0290821207891007
GO:0001818	negative regulation of cytokine production	Encefalopatias, DI, Epilepsia	1	404	0.00247524752475248	4.63651846383741e-09	MERTK	5.86672678266219e-08
GO:0060068	vagina development	Encefalopatias, DI, Epilepsia	1	404	0.00247524752475248	1.24072241075868e-07	MERTK	1.25831299314184e-06
GO:0007268	chemical synaptic transmission	Encefalopatias, DI, Epilepsia	10	404	0.0247524752475248	0.0011720672655731	APBA2,CEL,CHRNA2,CHRNA4,CHRNA7,DLG4,DOC2A,GABRG1,GRIK4,SLC6A1	0.00550625295954438
GO:0010288	response to lead ion	Encefalopatias, DI, Epilepsia	1	404	0.00247524752475248	9.6015018153164e-07	SLC6A1	8.50148049142445e-06
GO:0098719	sodium ion import across plasma membrane	Encefalopatias, DI, Epilepsia	3	404	0.00742574257425743	8.9062535618979e-18	SLC5A2,SLC6A1,TRPM4	2.98637814747389e-16
GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	Encefalopatias, DI, Epilepsia	16	404	0.0396039603960396	6.88616286418083e-11	CDH13,CDH23,DSG1,DSG4,PCDHA1,PCDHA10,PCDHA2,PCDHA3,PCDHA4,PCDHA5,PCDHA6,PCDHA7,PCDHA8,PCDHA9,PKD1,ROBO1	1.06467618923142e-09
GO:1990961	xenobiotic detoxification by transmembrane export across the plasma membrane	Encefalopatias, DI, Epilepsia	3	404	0.00742574257425743	3.24709175279914e-09	SLC17A3,SLC47A1,SLC47A2	4.16761896023143e-08
GO:0006260	DNA replication	Encefalopatias, DI, Epilepsia	2	404	0.00495049504950495	1.75578615910324e-11	POLH,WRN	2.94368523237153e-10
GO:0090305	nucleic acid phosphodiester bond hydrolysis	Encefalopatias, DI, Epilepsia	2	404	0.00495049504950495	0.0108186206608207	PMS2,WRN	0.037640661378277
GO:0006801	superoxide metabolic process	Encefalopatias, DI, Epilepsia	1	404	0.00247524752475248	0.0143811857902819	IMMP2L	0.0479223986117158
GO:0035774	positive regulation of insulin secretion involved in cellular response to glucose stimulus	Encefalopatias, DI, Epilepsia	2	404	0.00495049504950495	2.91806816663473e-16	CFTR,TRPM4	8.41690092150286e-15
GO:0050891	multicellular organismal water homeostasis	Encefalopatias, DI, Epilepsia	1	404	0.00247524752475248	5.13829803792043e-11	CFTR	8.08415512417686e-10
GO:0006397	mRNA processing	Encefalopatias, DI, Epilepsia	2	404	0.00495049504950495	9.7285498226398e-20	PRPF8,RBM28	3.75494027327069e-18
GO:0097194	execution phase of apoptosis	Encefalopatias, DI, Epilepsia	2	404	0.00495049504950495	7.970938648557e-08	CASP2,MADD	8.31262744448411e-07
GO:0007220	Notch receptor processing	Encefalopatias, DI, Epilepsia	1	404	0.00247524752475248	1.25222185815635e-07	GALNT11	1.2675792960394e-06
GO:0045600	positive regulation of fat cell differentiation	Encefalopatias, DI, Epilepsia	2	404	0.00495049504950495	5.95250407232141e-10	LPL,TRPM4	8.42617001266606e-09
GO:0035094	response to nicotine	Encefalopatias, DI, Epilepsia	3	404	0.00742574257425743	0.000359061438947237	CHRNA2,CHRNA4,CHRNA7	0.00191678071637008
GO:0006259	DNA metabolic process	Encefalopatias, DI, Epilepsia	1	404	0.00247524752475248	3.7258046897404e-12	WRN	6.84552813714289e-11
GO:0010259	multicellular organism aging	Encefalopatias, DI, Epilepsia	2	404	0.00495049504950495	7.54340847500983e-24	COMP,WRN	4.5472344346548e-22
GO:0071480	cellular response to gamma radiation	Encefalopatias, DI, Epilepsia	1	404	0.00247524752475248	5.1713240728426e-07	WRN	4.77524159222041e-06
GO:1904888	cranial skeletal system development	Encefalopatias, DI, Epilepsia	2	404	0.00495049504950495	8.34367833830947e-06	CRKL,RIC1	6.31365786812839e-05
GO:0048705	skeletal system morphogenesis	Encefalopatias, DI, Epilepsia	4	404	0.0099009900990099	2.49580209444395e-06	ANKRD11,FMN1,TGFBR1,WWOX	2.08892016173039e-05
GO:0006605	protein targeting	Encefalopatias, DI, Epilepsia	3	404	0.00742574257425743	9.78759208602543e-32	AP4E1,AP4S1,MYO1C	1.46349532034534e-29
GO:0051225	spindle assembly	Encefalopatias, DI, Epilepsia	1	404	0.00247524752475248	2.43618814956846e-05	TUBGCP5	0.000166557802700282
GO:0000902	cell morphogenesis	Encefalopatias, DI, Epilepsia	1	404	0.00247524752475248	5.7370259295984e-06	CYFIP1	4.45429003072293e-05
GO:0006417	regulation of translation	Encefalopatias, DI, Epilepsia	1	404	0.00247524752475248	3.92435570083337e-08	CYFIP1	4.3410656360765e-07
GO:0031641	regulation of myelination	Encefalopatias, DI, Epilepsia	1	404	0.00247524752475248	2.24574954225948e-07	CYFIP1	2.20667514546193e-06
GO:0032869	cellular response to insulin stimulus	Encefalopatias, DI, Epilepsia	3	404	0.00742574257425743	2.85581647168318e-06	CYFIP1,PDPK1,TRIB3	2.35714698008927e-05
GO:0048251	elastic fiber assembly	Encefalopatias, DI, Epilepsia	2	404	0.00495049504950495	7.5598761766384e-10	MFAP4,MYH11	1.05187660572075e-08
GO:0070633	transepithelial transport	Encefalopatias, DI, Epilepsia	1	404	0.00247524752475248	0.000136353450773727	ABCC1	0.000801244538226775
GO:0019226	transmission of nerve impulse	Encefalopatias, DI, Epilepsia	1	404	0.00247524752475248	1.68040237870579e-25	OTOA	1.28790839453665e-23
GO:0030838	positive regulation of actin filament polymerization	Encefalopatias, DI, Epilepsia	2	404	0.00495049504950495	6.39966635769196e-23	ALOX15,MYO1C	3.50349081724667e-21
GO:0030282	bone mineralization	Encefalopatias, DI, Epilepsia	2	404	0.00495049504950495	2.74965248047696e-12	ALOX15,COMP	5.12218248533295e-11
GO:0035988	chondrocyte proliferation	Encefalopatias, DI, Epilepsia	1	404	0.00247524752475248	1.17445076139286e-11	COMP	1.9939646629344e-10
GO:0009060	aerobic respiration	Encefalopatias, DI, Epilepsia	1	404	0.00247524752475248	6.6613789291772e-06	ADSL	5.08368391963523e-05
GO:0006783	heme biosynthetic process	Cardiopatia	1	188	0.00531914893617021	1.26330412764168e-07	UROD	1.27638919864362e-06
GO:0006298	mismatch repair	Cardiopatia	2	188	0.0106382978723404	4.41695208811372e-06	MUTYH,PMS2	3.50546567348079e-05
GO:0006749	glutathione metabolic process	Cardiopatia	5	188	0.0265957446808511	4.55828405201979e-10	CTNS,GSTM1,GSTT1,GSTT4,OPLAH	6.50404094124632e-09
GO:0007155	cell adhesion	Cardiopatia	20	188	0.106382978723404	1.88290777759305e-22	CD177,CHL1,COL18A1,COL4A3,COL5A1,PCDHA1,PCDHA10,PCDHA11,PCDHA12,PCDHA13,PCDHA2,PCDHA3,PCDHA4,PCDHA5,PCDHA6,PCDHA7,PCDHA8,PCDHA9,SIGLEC14,TNR	9.80757303571526e-21
GO:0030198	extracellular matrix organization	Cardiopatia	8	188	0.0425531914893617	1.53529117796461e-09	ADAMTS18,ADAMTSL2,COL18A1,COL4A3,COL5A1,ELN,NF1,TNR	2.03378695550127e-08
GO:0050805	negative regulation of synaptic transmission	Cardiopatia	1	188	0.00531914893617021	2.14974792286251e-14	TNR	5.05850772199885e-13
GO:0008015	blood circulation	Cardiopatia	4	188	0.0212765957446809	9.02059441107365e-16	COL4A3,ELN,IMMP2L,LPA	2.38401423721232e-14
GO:0007129	homologous chromosome pairing at meiosis	Cardiopatia	2	188	0.0106382978723404	0.00397405029724384	FANCD2,SPATA22	0.0161766159671572
GO:0007399	nervous system development	Cardiopatia	13	188	0.0691489361702128	5.43210706599971e-15	KALRN,LIMK1,NAIP,PCDHA1,PCDHA10,PCDHA11,PCDHA2,PCDHA3,PCDHA4,PCDHA5,PCDHA6,PCDHA7,PCDHA8	1.3492247411615e-13
GO:0031623	receptor internalization	Cardiopatia	2	188	0.0106382978723404	0.00143540149371335	GRK4,NEDD4	0.00660457033771194
GO:0033137	negative regulation of peptidyl-serine phosphorylation	Cardiopatia	1	188	0.00531914893617021	6.76776904756028e-08	MLXIPL	7.13341472301786e-07
GO:0046889	positive regulation of lipid biosynthetic process	Cardiopatia	1	188	0.00531914893617021	8.75627633769332e-16	MLXIPL	2.32561497780815e-14
GO:0055089	fatty acid homeostasis	Cardiopatia	1	188	0.00531914893617021	9.93806784601062e-19	MLXIPL	3.6270567342753e-17
GO:0003180	aortic valve morphogenesis	Cardiopatia	1	188	0.00531914893617021	1.24615783418897e-12	ELN	2.41358728535156e-11
GO:0007519	skeletal muscle tissue development	Cardiopatia	1	188	0.00531914893617021	2.01317327074295e-16	ELN	5.86993184648692e-15
