GO	GOTERM	disease	gene_count	gene_total	gene_ratio	p_value	genes	p_adjust
GO:0008475	procollagen-lysine 5-dioxygenase activity	Distrofia de Retina	1	716	0.00139664804469274	1.06700739485515e-13	PLOD2	2.89804883792967e-12
GO:0031418	L-ascorbic acid binding	Distrofia de Retina	1	716	0.00139664804469274	1.06700739485515e-13	PLOD2	2.89804883792967e-12
GO:0008237	metallopeptidase activity	Distrofia de Retina	4	716	0.00558659217877095	5.23942980129638e-10	ADAM7,ERAP2,MME,MMP9	8.0111281618295e-09
GO:0043560	insulin receptor substrate binding	Distrofia de Retina	4	716	0.00558659217877095	1.1521430262792e-15	IGF1R,JAK2,PIK3CA,PIK3R1	3.91142793497837e-14
GO:0051879	Hsp90 protein binding	Distrofia de Retina	4	716	0.00558659217877095	0.00114469164060251	AHR,CYP2E1,HIF1A,KDR	0.00549836296433292
GO:0043130	ubiquitin binding	Distrofia de Retina	4	716	0.00558659217877095	5.39126149346562e-05	FBXW7,PRKN,SMARCAD1,TRIM32	0.000359956559047055
GO:0008289	lipid binding	Distrofia de Retina	4	716	0.00558659217877095	2.58328373917737e-08	CADPS2,CD36,MTTP,PTEN	3.04371607621898e-07
GO:0030276	clathrin binding	Distrofia de Retina	2	716	0.00279329608938547	2.63912952966908e-13	LRRK2,SCLT1	6.44655664381362e-12
GO:0008569	minus-end-directed microtubule motor activity	Distrofia de Retina	3	716	0.00418994413407821	6.32222820840356e-34	DNAH11,DNAH5,DYNC2H1	9.04530221530881e-32
GO:0045505	dynein intermediate chain binding	Distrofia de Retina	4	716	0.00558659217877095	1.8353669527855e-22	DNAAF5,DNAH11,DNAH5,DYNC2H1	1.22541333547645e-20
GO:0051959	dynein light intermediate chain binding	Distrofia de Retina	3	716	0.00418994413407821	6.32222820840356e-34	DNAH11,DNAH5,DYNC2H1	9.04530221530881e-32
GO:1990841	promoter-specific chromatin binding	Distrofia de Retina	2	716	0.00279329608938547	3.09953393505657e-12	BMI1,NIPBL	6.33506782848807e-11
GO:0043548	phosphatidylinositol 3-kinase binding	Distrofia de Retina	4	716	0.00558659217877095	3.12166485771141e-07	CORO1A,IGF1R,JAK2,PIK3R1	3.20651010769023e-06
GO:0051020	GTPase binding	Distrofia de Retina	1	716	0.00139664804469274	1.66026392946103e-09	RASA1	2.34190750050031e-08
GO:0016251	RNA polymerase II general transcription initiation factor activity	Distrofia de Retina	2	716	0.00279329608938547	1.65389250952361e-11	CCNH,TAF2	3.06735805238499e-10
GO:0042393	histone binding	Distrofia de Retina	4	716	0.00558659217877095	0.000187204940243774	AASS,JAK2,NPM1,SMARCA2	0.00110420770186033
GO:0008066	glutamate receptor activity	Distrofia de Retina	2	716	0.00279329608938547	0.00221691981250348	GRID1,GRIK2	0.00995625646736428
GO:0044325	transmembrane transporter binding	Distrofia de Retina	4	716	0.00558659217877095	0.000809665415855471	AKAP9,LRRK2,PKD1,TRDN	0.00399448233487317
GO:0001223	transcription coactivator binding	Distrofia de Retina	4	716	0.00558659217877095	1.49331149613532e-10	AHR,HIF1A,PGR,RORA	2.43179099736508e-09
GO:0005143	interleukin-12 receptor binding	Distrofia de Retina	1	716	0.00139664804469274	3.69266503969893e-10	JAK2	5.73364967016818e-09
GO:0046332	SMAD binding	Distrofia de Retina	2	716	0.00279329608938547	0.000124718759947695	TGFBR1,USP15	0.000759306006611651
GO:0030159	signaling receptor complex adaptor activity	Distrofia de Retina	1	716	0.00139664804469274	3.9926633485673e-12	LRRK2	7.91812345265376e-11
GO:0097718	disordered domain specific binding	Distrofia de Retina	1	716	0.00139664804469274	1.06428678194404e-06	RB1	9.86928900108293e-06
GO:0005509	calcium ion binding	Atrofia optica	13	96	0.135416666666667	3.24657015799678e-47	MASP1,PCDHA1,PCDHA10,PCDHA2,PCDHA3,PCDHA4,PCDHA5,PCDHA6,PCDHA7,PCDHA8,PCDHA9,SELP,TTN	1.62572000661689e-44
GO:0070492	oligosaccharide binding	Atrofia optica	1	96	0.0104166666666667	0.00238039915558766	SELP	0.0104373781719162
GO:0003995	acyl-CoA dehydrogenase activity	Atrofia optica	1	96	0.0104166666666667	0.0088460750432023	ACAD11	0.0328123857621004
GO:0003924	GTPase activity	Atrofia optica	2	96	0.0208333333333333	3.03553210090041e-10	LRRK2,OPA1	4.78753606149884e-09
GO:0005525	GTP binding	Atrofia optica	2	96	0.0208333333333333	1.52086466352748e-11	LRRK2,OPA1	2.87386030287315e-10
GO:0019900	kinase binding	Atrofia optica	1	96	0.0104166666666667	2.84220635944456e-05	OPA1	0.000201877281488208
GO:0070300	phosphatidic acid binding	Atrofia optica	1	96	0.0104166666666667	2.21403583439802e-14	OPA1	6.61897578552125e-13
GO:0000976	transcription cis-regulatory region binding	Atrofia optica	1	96	0.0104166666666667	0.00104560112108845	POU5F1	0.00504660010973534
GO:0042277	peptide binding	Atrofia optica	1	96	0.0104166666666667	0.000203427838263816	PCSK5	0.00118449406989077
GO:0005326	neurotransmitter transmembrane transporter activity	Atrofia optica	1	96	0.0104166666666667	5.89310621075604e-08	SLC29A2	6.59435292745494e-07
GO:0008376	acetylgalactosaminyltransferase activity	Atrofia optica	1	96	0.0104166666666667	9.45452458544015e-11	B4GALNT3	1.57811772871972e-09
GO:0000149	SNARE binding	Atrofia optica	1	96	0.0104166666666667	0.000666627099510051	LRRK2	0.0033549097495443
GO:0030159	signaling receptor complex adaptor activity	Atrofia optica	1	96	0.0104166666666667	0.000666627099510051	LRRK2	0.0033549097495443
GO:0030276	clathrin binding	Atrofia optica	1	96	0.0104166666666667	0.000666627099510051	LRRK2	0.0033549097495443
GO:0004714	transmembrane receptor protein tyrosine kinase activity	Encefalopatias, DI, Epilepsia	8	404	0.0198019801980198	6.6103662028295e-13	BLK,EPHA2,EPHA3,EPHB2,EPHB6,LCK,MERTK,MET	1.43919168524647e-11
GO:0016887	ATP hydrolysis activity	Encefalopatias, DI, Epilepsia	10	404	0.0247524752475248	4.39376950515144e-19	ATP13A2,ATP13A4,CFTR,CHD1L,KIF22,MCM9,MYH8,PMS2,RNF213,WRN	2.00016370882235e-17
GO:0017124	SH3 domain binding	Encefalopatias, DI, Epilepsia	7	404	0.0173267326732673	2.97509907288588e-21	ADAM9,CTTNBP2,DOCK4,FMN1,INPP5D,PRKN,PTPN22	1.61057390351092e-19
GO:0005509	calcium ion binding	Encefalopatias, DI, Epilepsia	24	404	0.0594059405940594	1.07215555189124e-13	BRAF,CDH13,CDH23,COMP,DOC2A,DSG1,DSG4,DUOX2,LPL,NOTCH2,PCDHA1,PCDHA10,PCDHA2,PCDHA3,PCDHA4,PCDHA5,PCDHA6,PCDHA7,PCDHA8,PCDHA9,SELP,SPTAN1,TRPM4,TTN	2.89804883792967e-12
GO:0000166	nucleotide binding	Encefalopatias, DI, Epilepsia	4	404	0.0099009900990099	2.96726320218116e-42	ABO,CHD1L,FHIT,IMPDH1	9.90571365661477e-40
GO:0003678	DNA helicase activity	Encefalopatias, DI, Epilepsia	3	404	0.00742574257425743	7.37532455204132e-51	CHD1L,MCM9,WRN	7.38638753886938e-48
GO:0003713	transcription coactivator activity	Encefalopatias, DI, Epilepsia	5	404	0.0123762376237624	5.88440008894727e-05	ARID1B,BCL9,MED23,NCOA4,WWOX	0.000385178214972594
GO:0000049	tRNA binding	Encefalopatias, DI, Epilepsia	1	404	0.00247524752475248	0.00101584368103878	DARS2	0.00492671886954159
GO:0015108	chloride transmembrane transporter activity	Encefalopatias, DI, Epilepsia	3	404	0.00742574257425743	7.81131906464901e-20	CFTR,CLCN7,SLC26A9	3.72525525868856e-18
GO:0005085	guanyl-nucleotide exchange factor activity	Encefalopatias, DI, Epilepsia	8	404	0.0198019801980198	7.82086494407302e-13	BCR,DOCK4,DOCK6,KALRN,MADD,OBSCN,RIC1,SBF2	1.68442929924497e-11
GO:0005516	calmodulin binding	Encefalopatias, DI, Epilepsia	10	404	0.0247524752475248	3.38969459019351e-12	MYH11,MYH2,MYH8,MYO1C,MYO3A,OBSCN,SPTAN1,TRPM4,TRPV5,TTN	6.85813966076525e-11
GO:0031432	titin binding	Encefalopatias, DI, Epilepsia	1	404	0.00247524752475248	2.34348129371935e-20	OBSCN	1.1448763491024e-18
GO:0032266	phosphatidylinositol-3-phosphate binding	Encefalopatias, DI, Epilepsia	2	404	0.00495049504950495	2.46161531269718e-25	BBS5,OBSCN	2.14374585710107e-23
GO:0050839	cell adhesion molecule binding	Encefalopatias, DI, Epilepsia	1	404	0.00247524752475248	1.4589982861178e-19	OBSCN	6.79621759789291e-18
GO:0051087	chaperone binding	Encefalopatias, DI, Epilepsia	3	404	0.00742574257425743	3.00944324214248e-06	CFTR,PRKN,TBCD	2.56507013362187e-05
GO:0030971	receptor tyrosine kinase binding	Encefalopatias, DI, Epilepsia	2	404	0.00495049504950495	5.50349775110191e-22	CRKL,DOCK4	3.55596967595391e-20
GO:0050681	androgen receptor binding	Encefalopatias, DI, Epilepsia	1	404	0.00247524752475248	9.8201386563917e-08	FOXP2	1.07484905621599e-06
GO:0016853	isomerase activity	Encefalopatias, DI, Epilepsia	1	404	0.00247524752475248	4.08614090703371e-09	CFTR	5.38456594525561e-08
GO:0097110	scaffold protein binding	Encefalopatias, DI, Epilepsia	2	404	0.00495049504950495	0.00256494254483487	BRAF,DLG4	0.0110723705114316
GO:0004653	polypeptide N-acetylgalactosaminyltransferase activity	Encefalopatias, DI, Epilepsia	1	404	0.00247524752475248	0.000424869868097496	GALNT11	0.00229383920700616
GO:0005112	Notch binding	Encefalopatias, DI, Epilepsia	1	404	0.00247524752475248	0.000874341384911859	GALNT11	0.00428192125667104
GO:0000400	four-way junction DNA binding	Encefalopatias, DI, Epilepsia	3	404	0.00742574257425743	1.94203964822437e-14	WRN,XRCC2,XRCC3	5.89379608392941e-13
GO:0015464	acetylcholine receptor activity	Encefalopatias, DI, Epilepsia	3	404	0.00742574257425743	0.00035153456837098	CHRNA2,CHRNA4,CHRNA7	0.00196682609063428
GO:0032405	MutLalpha complex binding	Encefalopatias, DI, Epilepsia	1	404	0.00247524752475248	2.59872977729742e-11	WRN	4.73205067629703e-10
GO:0005200	structural constituent of cytoskeleton	Encefalopatias, DI, Epilepsia	2	404	0.00495049504950495	1.09037982729687e-12	SPTAN1,SPTB	2.27503207716212e-11
GO:0003823	antigen binding	Encefalopatias, DI, Epilepsia	3	404	0.00742574257425743	0.0124696272524789	ABO,KIR2DL3,MFAP4	0.0446011846191344
GO:0043394	proteoglycan binding	Encefalopatias, DI, Epilepsia	3	404	0.00742574257425743	9.68821394403974e-06	COL2A1,COL5A1,COMP	7.4066765381342e-05
GO:0000146	microfilament motor activity	Encefalopatias, DI, Epilepsia	5	404	0.0123762376237624	1.22849873186935e-06	ACTC1,MYH2,MYH8,MYO1C,MYO3A	1.12875365134601e-05
GO:0004383	guanylate cyclase activity	Encefalopatias, DI, Epilepsia	1	404	0.00247524752475248	0.00496787522253194	GUCY2C	0.0198665695956129
GO:0070530	K63-linked polyubiquitin modification-dependent protein binding	Encefalopatias, DI, Epilepsia	2	404	0.00495049504950495	2.77981395613792e-31	PRPF8,WDR81	3.47997959634016e-29
GO:0050051	leukotriene-B4 20-monooxygenase activity	Encefalopatias, DI, Epilepsia	2	404	0.00495049504950495	8.51324727525332e-06	CYP4F12,CYP4F2	6.63503279857292e-05
GO:0032357	oxidized purine DNA binding	Cardiopatia	1	188	0.00531914893617021	1.08744008377898e-18	MUTYH	4.73509236480282e-17
GO:0032407	MutSalpha complex binding	Cardiopatia	2	188	0.0106382978723404	8.89418382828045e-06	MUTYH,PMS2	6.8519423877099e-05
GO:0051539	4 iron, 4 sulfur cluster binding	Cardiopatia	1	188	0.00531914893617021	0.00227074840001301	MUTYH	0.0101073534338357
GO:0005201	extracellular matrix structural constituent	Cardiopatia	6	188	0.0319148936170213	0.000178902422904009	COL18A1,COL4A3,COL5A1,ELN,FRAS1,HMCN1	0.00106036867937702
GO:0005509	calcium ion binding	Cardiopatia	18	188	0.0957446808510638	4.43402461530393e-16	DSG4,DUOX2,EFCAB5,HMCN1,PCDHA1,PCDHA10,PCDHA11,PCDHA12,PCDHA13,PCDHA2,PCDHA3,PCDHA4,PCDHA5,PCDHA6,PCDHA7,PCDHA8,PCDHA9,TTN	1.53126746628513e-14
GO:0004032	alditol:NADP+ 1-oxidoreductase activity	Cardiopatia	2	188	0.0106382978723404	0.0027918297683381	ADH4,AKR1B1	0.0119743790706236
GO:0004896	cytokine receptor activity	Cardiopatia	1	188	0.00531914893617021	1.03894046433136e-08	LIFR	1.28456651238007e-07
GO:0005127	ciliary neurotrophic factor receptor binding	Cardiopatia	1	188	0.00531914893617021	6.38265910250629e-12	LIFR	1.25337903748236e-10
GO:0019838	growth factor binding	Cardiopatia	1	188	0.00531914893617021	0.000314836512427712	LIFR	0.00178645193878954
GO:0019955	cytokine binding	Cardiopatia	1	188	0.00531914893617021	1.36533074416544e-06	LIFR	1.23744682378433e-05
GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	Cardiopatia	3	188	0.0159574468085106	3.92961508521457e-08	GTF2IRD1,MLXIPL,POU5F1	4.52357414694528e-07
GO:0001968	fibronectin binding	Cardiopatia	1	188	0.00531914893617021	0.00659171106358488	LPA	0.0253907639622318
GO:0034185	apolipoprotein binding	Cardiopatia	2	188	0.0106382978723404	0.000475851111138338	LIPC,LPA	0.00254847533585586
GO:0031072	heat shock protein binding	Cardiopatia	2	188	0.0106382978723404	2.18470670525122e-10	LIMK1,PRKN	3.50077402449456e-09
GO:0004715	non-membrane spanning protein tyrosine kinase activity	Cardiopatia	1	188	0.00531914893617021	3.1082646673412e-05	BAZ1B	0.000217687207296658
GO:0042393	histone binding	Cardiopatia	1	188	0.00531914893617021	1.1783393154027e-05	BAZ1B	8.94020321496821e-05
GO:0050840	extracellular matrix binding	Cardiopatia	1	188	0.00531914893617021	1.81989548230172e-22	ELN	1.22541333547645e-20
GO:0017116	single-stranded DNA helicase activity	Cardiopatia	1	188	0.00531914893617021	1.03254929432882e-10	RFC2	1.69524281683658e-09
GO:0051010	microtubule plus-end binding	Cardiopatia	1	188	0.00531914893617021	3.78208980792665e-06	CLIP2	3.14408364827642e-05
GO:0003823	antigen binding	Cardiopatia	2	188	0.0106382978723404	0.00658997427445074	ABO,KIR2DL3	0.0253907639622318
GO:0071949	FAD binding	Cardiopatia	2	188	0.0106382978723404	0.00095065803927284	COQ6,PRODH	0.00462176711811529
GO:0030331	estrogen receptor binding	Cardiopatia	1	188	0.00531914893617021	0.0111649440812211	DNAAF4	0.0405133749903729
GO:0004622	lysophospholipase activity	Cardiopatia	1	188	0.00531914893617021	4.58435048740695e-07	LIPC	4.56838508769956e-06
GO:0005216	ion channel activity	Cardiopatia	2	188	0.0106382978723404	2.63201968934114e-16	TRPV1,TRPV3	9.41417042455411e-15
GO:0035091	phosphatidylinositol binding	Cardiopatia	1	188	0.00531914893617021	0.000164466309324736	TRPV1	0.000986305441848641
GO:0051219	phosphoprotein binding	Cardiopatia	1	188	0.00531914893617021	0.00230236630228558	TRPV1	0.0101962560623351
GO:0005509	calcium ion binding	Neuropatías perifericas	13	87	0.149425287356322	2.23785727468018e-18	ANXA5,DUOX2,PCDHA1,PCDHA10,PCDHA2,PCDHA3,PCDHA4,PCDHA5,PCDHA6,PCDHA7,PCDHA8,PCDHA9,TTN	9.33839191913417e-17
GO:0003824	catalytic activity	Neuropatías perifericas	1	87	0.0114942528735632	0.0011483929324087	AADAC	0.00550294508041777
GO:0019213	deacetylase activity	Neuropatías perifericas	1	87	0.0114942528735632	9.90268296889128e-05	AADAC	0.000617915077466954
GO:0004128	cytochrome-b5 reductase activity, acting on NAD(P)H	Neuropatías perifericas	1	87	0.0114942528735632	5.8525973861241e-09	CYB5R4	7.5145849771837e-08
GO:0004862	cAMP-dependent protein kinase inhibitor activity	Neuropatías perifericas	1	87	0.0114942528735632	0.000775651191665455	PRKAR1B	0.00385515964492781
GO:0005200	structural constituent of cytoskeleton	Neuropatías perifericas	1	87	0.0114942528735632	0.00864429538231692	ACTB	0.0321831294624178
GO:0030957	Tat protein binding	Neuropatías perifericas	1	87	0.0114942528735632	3.93923532069612e-05	ACTB	0.000269293117657144
GO:0048156	tau protein binding	Neuropatías perifericas	1	87	0.0114942528735632	2.74958385598604e-06	ACTB	2.37388640669829e-05
GO:0050998	nitric-oxide synthase binding	Neuropatías perifericas	1	87	0.0114942528735632	7.20623179827529e-09	ACTB	9.07803917732416e-08
GO:0038024	cargo receptor activity	Neuropatías perifericas	2	87	0.0229885057471264	6.03613546699371e-05	MRC1,MSR1	0.000392544783778844
GO:0001618	virus receptor activity	Neuropatías perifericas	1	87	0.0114942528735632	0.0018166888711148	MRC1	0.00837853168652731
GO:0005537	mannose binding	Neuropatías perifericas	1	87	0.0114942528735632	0.00569233805742819	MRC1	0.0223563786843699
GO:0017147	Wnt-protein binding	Neuropatías perifericas	1	87	0.0114942528735632	0.0107630936507642	LRP5	0.0392686276547918
GO:0005415	nucleoside:sodium symporter activity	Neuropatías perifericas	1	87	0.0114942528735632	3.55624607103833e-07	SLC28A1	3.57947782929134e-06
GO:0004016	adenylate cyclase activity	Neurodegeneracion	1	71	0.0140845070422535	5.31062999074187e-06	ADCY3	4.30655541354492e-05
GO:0005516	calmodulin binding	Neurodegeneracion	3	71	0.0422535211267606	7.26209781683597e-08	ADCY3,MYH2,TTN	8.03645410338257e-07
GO:0008307	structural constituent of muscle	Neurodegeneracion	2	71	0.028169014084507	3.35614948419718e-13	NEB,TTN	8.0651133012486e-12
GO:0051015	actin filament binding	Neurodegeneracion	3	71	0.0422535211267606	4.44050627872058e-09	MYH2,NEB,TTN	5.81329024593289e-08
GO:0002020	protease binding	Neurodegeneracion	2	71	0.028169014084507	6.14046666131812e-11	CD177,TTN	1.05122689936925e-09
GO:0004713	protein tyrosine kinase activity	Neurodegeneracion	1	71	0.0140845070422535	1.40133848014324e-07	TTN	1.50100586937268e-06
GO:0043621	protein self-association	Neurodegeneracion	1	71	0.0140845070422535	1.09028618016371e-08	TTN	1.33978111586988e-07
GO:0051371	muscle alpha-actinin binding	Neurodegeneracion	1	71	0.0140845070422535	2.21320369760791e-09	TTN	3.03633356596482e-08
GO:0005507	copper ion binding	Neurodegeneracion	1	71	0.0140845070422535	6.23507037198871e-05	CP	0.000404169772009495
GO:0016491	oxidoreductase activity	Neurodegeneracion	2	71	0.028169014084507	0.00017705614094677	CP,CYP2D6	0.00105548645927494
GO:0051087	chaperone binding	Neurodegeneracion	2	71	0.028169014084507	8.52846885532617e-10	CP,SACS	1.25606787626605e-08
GO:0003824	catalytic activity	Neurodegeneracion	2	71	0.028169014084507	3.31500227163551e-05	AADAC,CEL	0.000231357127180694
GO:0004806	triglyceride lipase activity	Neurodegeneracion	2	71	0.028169014084507	2.01454472533502e-05	AADAC,CEL	0.000148812831147389
GO:0004896	cytokine receptor activity	Neurodegeneracion	1	71	0.0140845070422535	0.000178933905955783	LIFR	0.00106036867937702
GO:0019838	growth factor binding	Neurodegeneracion	1	71	0.0140845070422535	0.00223300778546299	LIFR	0.0100060729178577
GO:0019955	cytokine binding	Neurodegeneracion	1	71	0.0140845070422535	0.00042369246415234	LIFR	0.00229366488026253
GO:0001784	phosphotyrosine residue binding	Neurodegeneracion	1	71	0.0140845070422535	0.000202363110082195	RASA1	0.00118172976529049
GO:0016251	RNA polymerase II general transcription initiation factor activity	Neurodegeneracion	1	71	0.0140845070422535	0.000128539660261251	CCNH	0.000777839696384549
GO:0000976	transcription cis-regulatory region binding	Neurodegeneracion	1	71	0.0140845070422535	0.000110904693158589	POU5F1	0.000685623766656339
GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	Neurodegeneracion	1	71	0.0140845070422535	0.00041869609595128	POU5F1	0.00227893554399569
GO:0008514	organic anion transmembrane transporter activity	Neurodegeneracion	1	71	0.0140845070422535	0.000126729313899343	SLCO1B3	0.000769208532546618
GO:0030544	Hsp70 protein binding	Neurodegeneracion	1	71	0.0140845070422535	0.000350002667421556	SACS	0.00196374045614951
GO:0005131	growth hormone receptor binding	Neurodegeneracion	2	71	0.028169014084507	3.63439394933424e-13	CSH1,GH2	8.56434244766645e-12
GO:0005179	hormone activity	Neurodegeneracion	2	71	0.028169014084507	1.20311380019496e-13	CSH1,GH2	3.1708380813033e-12
GO:0020037	heme binding	Neurodegeneracion	3	71	0.0422535211267606	0.00431879616962366	CYP2D6,CYP2F1,PTGIS	0.0175112322424214
GO:0048306	calcium-dependent protein binding	Neurodegeneracion	1	71	0.0140845070422535	0.0111075810451335	CD177	0.0403783753782258
GO:0003823	antigen binding	Neurodegeneracion	1	71	0.0140845070422535	0.0105904089331584	KIR2DL3	0.0387091041845187
GO:0071949	FAD binding	Neurodegeneracion	1	71	0.0140845070422535	7.38289326789907e-07	PRODH	7.04759320289955e-06
GO:0004364	glutathione transferase activity	Neurodegeneracion	2	71	0.028169014084507	2.48434923703038e-08	GSTT1,GSTT4	2.94446835607802e-07
GO:0005198	structural molecule activity	Malformaciones y Sind polimalformativos	2	93	0.021505376344086	5.55707758006713e-19	CLTCL1,NPHP1	2.47351697619432e-17
GO:0005516	calmodulin binding	Malformaciones y Sind polimalformativos	5	93	0.0537634408602151	8.53778316411954e-11	CACNA1C,MYH11,MYH2,MYH8,TTN	1.43707392249844e-09
GO:0005524	ATP binding	Malformaciones y Sind polimalformativos	12	93	0.129032258064516	7.86962014545609e-17	ABCC1,ABCC6,ASNS,MET,MLH1,MYH11,MYH2,MYH8,NAIP,PI4KA,PMS2,TTN	2.91904613913862e-15
GO:0003682	chromatin binding	Malformaciones y Sind polimalformativos	2	93	0.021505376344086	2.61533288047536e-07	MLH1,NIPBL	2.74267631392259e-06
GO:0032137	guanine/thymine mispair binding	Malformaciones y Sind polimalformativos	1	93	0.010752688172043	7.71848606873858e-26	MLH1	7.36196552175399e-24
GO:0032407	MutSalpha complex binding	Malformaciones y Sind polimalformativos	2	93	0.021505376344086	6.8241785720547e-15	MLH1,PMS2	2.20464994835896e-13
GO:0005044	scavenger receptor activity	Malformaciones y Sind polimalformativos	3	93	0.032258064516129	1.23403086892635e-09	MSR1,SCARF2,TMPRSS5	1.75302399323367e-08
GO:0051879	Hsp90 protein binding	Malformaciones y Sind polimalformativos	1	93	0.010752688172043	0.000236011920431861	CYP2E1	0.00136233970208939
GO:0070330	aromatase activity	Malformaciones y Sind polimalformativos	2	93	0.021505376344086	0.00706386798003586	CYP2E1,CYP2F1	0.0270017701603279
GO:0005114	type II transforming growth factor beta receptor binding	Malformaciones y Sind polimalformativos	1	93	0.010752688172043	2.43101389996618e-06	TGFB3	2.13566703580362e-05
GO:0005125	cytokine activity	Malformaciones y Sind polimalformativos	1	93	0.010752688172043	4.40640135801717e-06	TGFB3	3.61722209840508e-05
GO:0050431	transforming growth factor beta binding	Malformaciones y Sind polimalformativos	1	93	0.010752688172043	0.00186518147783937	TGFB3	0.00852958561669465
GO:0004879	nuclear receptor activity	Malformaciones y Sind polimalformativos	1	93	0.010752688172043	0.000111496341372993	ESRRB	0.0006871605285234
GO:0005496	steroid binding	Malformaciones y Sind polimalformativos	1	93	0.010752688172043	0.000163403795218576	ESRRB	0.000982876281750173
GO:0008017	microtubule binding	Malformaciones y Sind polimalformativos	1	93	0.010752688172043	0.00802107996919208	NDE1	0.0301430078391965
GO:0019904	protein domain specific binding	Malformaciones y Sind polimalformativos	2	93	0.021505376344086	5.9317565200135e-15	NDE1,PRKAR1A	1.94775546058804e-13
